,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,define.1,question.1,  .1,letrec.1,-----------.1,f.1,lambda.1,x.1,cons.1,if.1,=.1,modulo.1,x.2,3.1,0.1,*.1,x.3,2.1,x.4,lambda.2,().1,f.2,+.1,x.5,1.1,).1,).2,).3,).4,].1,).5,lambda.3,().2,f.3,1.2,).6,).7,).8,question,code,choices
0,52,34,414878776754,3823223597,1,1,"(0.5095339417457581, 0.4653123915195465)","(0.5073314309120178, 0.4788431227207184)",1,1,2.981170654296875,2.939788818359375,"(-80.09716796875, 4.055181980133057, 640.7033081054688)","(-18.44493865966797, -10.250129699707031, 642.1572875976562)","(3.5745832920074463, 115.45500946044922, 31.38042449951172)","(2.8113460540771484, 112.9765853881836, 30.47832679748535)",POINT (0.5084326863288879 0.4720777571201324),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,52,34,414878793422,3823240264,1,1,"(0.5032035708427429, 0.4807931184768677)","(0.4992504417896271, 0.4873902499675751)",1,1,2.9872589111328125,2.948089599609375,"(-80.00030517578125, 4.0189104080200195, 640.6928100585938)","(-18.348331451416016, -10.299722671508789, 642.1630859375)","(1.3808846473693848, 112.619384765625, 30.348342895507812)","(0.01096851285547018, 111.4110107421875, 29.908479690551758)",POINT (0.501227006316185 0.4840916842222214),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,52,34,414878810089,3823256931,1,1,"(0.5099724531173706, 0.4642474353313446)","(0.5026567578315735, 0.46776846051216125)",1,1,2.965911865234375,2.932708740234375,"(-79.92528533935547, 4.006209850311279, 640.7467041015625)","(-18.25271987915039, -10.31756591796875, 642.111328125)","(3.726544141769409, 115.65009307861328, 31.45140838623047)","(1.191384196281433, 115.005126953125, 31.216718673706055)",POINT (0.506314605474472 0.4660079479217529),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,52,34,414878826757,3823273598,1,1,"(0.5110055208206177, 0.4064846336841583)","(0.5121508240699768, 0.42228811979293823)",1,1,2.944320678710937,2.9424285888671875,"(-79.85759735107422, 4.123367786407471, 640.7513427734375)","(-18.185876846313477, -10.185813903808594, 642.1603393554688)","(4.084537982940674, 126.23057556152344, 35.30241775512695)","(4.481427192687988, 123.33582305908203, 34.2487907409668)",POINT (0.5115781724452972 0.4143863767385483),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,52,34,414878843424,3823290265,1,1,"(0.48720356822013855, 0.27483877539634705)","(0.50914067029953, 0.2340008020401001)",1,1,2.90350341796875,2.8393096923828125,"(-79.85604858398438, 4.353156566619873, 640.99658203125)","(-18.160106658935547, -9.940189361572266, 642.286865234375)","(-4.163714408874512, 150.3443145751953, 44.07910919189453)","(3.438300609588623, 157.82467651367188, 46.801692962646484)",POINT (0.4981721192598343 0.2544197887182236),,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,1,
0,52,34,414878860091,3823306931,1,1,"(0.48140546679496765, 0.17064140737056732)","(0.5092728137969971, 0.18672765791416168)",1,1,2.8734588623046875,2.876434326171875,"(-79.77809143066406, 4.489196300506592, 640.8635864257812)","(-18.11317253112793, -9.759834289550781, 642.3348999023438)","(-6.172956943511963, 169.43028259277344, 51.02581024169922)","(3.484086513519287, 166.48374938964844, 49.953365325927734)",POINT (0.4953391402959824 0.1786845326423645),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,52,34,414878876757,3823323597,1,1,"(0.4754914343357086, 0.16860230267047882)","(0.4973782002925873, 0.19107145071029663)",1,1,2.83978271484375,2.8839263916015625,"(-79.73269653320312, 4.534149169921875, 640.7931518554688)","(-18.04464340209961, -9.735139846801758, 642.2474365234375)","(-8.222391128540039, 169.8037872314453, 51.16173553466797)","(-0.6378321051597595, 165.68807983398438, 49.663787841796875)",POINT (0.486434817314148 0.1798368766903877),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,52,34,414878893427,3823340266,1,1,"(0.4795685112476349, 0.17619627714157104)","(0.49973389506340027, 0.19431142508983612)",1,1,2.8479461669921875,2.8617095947265625,"(-79.67900848388672, 4.534318923950195, 640.7945556640625)","(-17.971168518066406, -9.762356758117676, 642.1717529296875)","(-6.809544086456299, 168.4127960205078, 50.65548324584961)","(0.17851856350898743, 165.09461975097656, 49.447750091552734)",POINT (0.4896512031555176 0.1852538511157036),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,52,34,414878910094,3823356933,1,1,"(0.48133015632629395, 0.192726731300354)","(0.4950930178165436, 0.193964883685112)",1,1,2.857574462890625,2.833969116210937,"(-79.60795593261719, 4.516766548156738, 640.9178466796875)","(-17.883880615234375, -9.813591003417969, 642.2337646484375)","(-6.199053764343262, 165.3848876953125, 49.55342102050781)","(-1.4297242164611816, 165.15809631347656, 49.4708366394043)",POINT (0.4882115870714188 0.193345807492733),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,52,34,414878926762,3823373600,1,1,"(0.4817332327365875, 0.19491001963615417)","(0.4919256865978241, 0.19800779223442078)",1,1,2.831161499023437,2.830429077148437,"(-79.50286865234375, 4.483332633972168, 640.7454833984375)","(-17.79290771484375, -9.877584457397461, 642.2503662109375)","(-6.059378623962402, 164.98497009277344, 49.4078483581543)","(-2.5273218154907227, 164.4175567626953, 49.2012939453125)",POINT (0.4868294596672058 0.1964589059352875),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
