,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,define.1,question.1,  .1,letrec.1,-----------.1,f.1,lambda.1,x.1,cons.1,if.1,=.1,modulo.1,x.2,3.1,0.1,*.1,x.3,2.1,x.4,lambda.2,().1,f.2,+.1,x.5,1.1,).1,).2,).3,).4,].1,).5,lambda.3,().2,f.3,1.2,).6,).7,).8,question,code,choices
0,34,34,71497727501,1876757664,1,1,"(0.49291592836380005, 0.6914982795715332)","(0.4866960346698761, 0.7130876183509827)",1,1,2.783935546875,2.5662078857421875,"(-76.55815887451172, 92.90215301513672, 522.3681640625)","(-12.317691802978516, 93.45381927490234, 530.0202026367188)","(-2.184180498123169, 74.0242691040039, 16.30084800720215)","(-4.339580059051514, 70.06970977783203, 14.861509323120117)",POINT (0.4898059815168381 0.7022929489612579),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,34,34,71497744168,1876774331,1,1,"(0.5059016942977905, 0.7030918598175049)","(0.47428134083747864, 0.6987972259521484)",1,1,2.818206787109375,2.6538848876953125,"(-76.87895965576172, 93.24388122558594, 522.3189697265625)","(-12.650213241577148, 93.80511474609375, 530.0200805664062)","(2.315901279449463, 71.90062713623047, 15.527949333190918)","(-8.641715049743652, 72.68730163574219, 15.814247131347656)",POINT (0.4900915175676346 0.7009445428848267),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,34,34,71497760835,1876790998,1,1,"(0.5071088671684265, 0.7239633798599243)","(0.4803338348865509, 0.7259169220924377)",1,1,2.816802978515625,2.598724365234375,"(-77.24589538574219, 93.58500671386719, 522.4368896484375)","(-12.984001159667969, 94.12995910644531, 529.91650390625)","(2.734203577041626, 68.07759857177734, 14.136432647705078)","(-6.544314861297607, 67.71975708007812, 14.006197929382324)",POINT (0.4937213510274887 0.724940150976181),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,34,34,71497777502,1876807664,1,1,"(0.5073466897010803, 0.695917010307312)","(0.4715175926685333, 0.7293757200241089)",1,1,2.7896270751953125,2.66876220703125,"(-77.5658187866211, 93.84658813476562, 522.3125)","(-13.320327758789062, 94.41220092773438, 529.8240966796875)","(2.81663179397583, 73.2148666381836, 16.006275177001953)","(-9.599472045898438, 67.08621215820312, 13.775615692138672)",POINT (0.4894321411848068 0.7126463651657104),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,34,34,71497794169,1876824331,1,1,"(0.49560099840164185, 0.7024305462837219)","(0.4777812659740448, 0.721238911151886)",1,1,2.810455322265625,2.6444244384765625,"(-77.9125747680664, 94.0848617553711, 522.23974609375)","(-13.655513763427734, 94.6718978881836, 529.785888671875)","(-1.2536840438842773, 72.02178192138672, 15.572013854980469)","(-7.428881645202637, 68.57664489746094, 14.31806468963623)",POINT (0.4866911321878433 0.711834728717804),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,34,34,71497810837,1876840998,1,1,"(0.49605312943458557, 0.6980159878730774)","(0.484053373336792, 0.7264304161071777)",1,1,2.8203582763671875,2.63824462890625,"(-78.24349975585938, 94.26710510253906, 522.0941162109375)","(-13.984806060791016, 94.93234252929688, 529.6802368164062)","(-1.0970134735107422, 72.83039855957031, 15.866293907165527)","(-5.255372047424316, 67.6257095336914, 13.971961975097656)",POINT (0.4900532513856888 0.7122232019901276),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,34,34,71497827509,1876857670,1,1,"(0.5065990686416626, 0.7162669897079468)","(0.48458775877952576, 0.7263847589492798)",1,1,2.868026733398437,2.631805419921875,"(-78.59342193603516, 94.40641784667969, 521.9518432617188)","(-14.323807716369629, 95.11974334716797, 529.462646484375)","(2.557541608810425, 69.48734283447266, 14.649532318115234)","(-5.070179462432861, 67.6340560913086, 13.975008964538574)",POINT (0.4955934137105942 0.7213258743286133),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,34,34,71497844177,1876874337,1,1,"(0.5083950161933899, 0.7188454866409302)","(0.4489985704421997, 0.7251973152160645)",1,1,2.8680572509765625,2.682037353515625,"(-78.9488296508789, 94.52989196777344, 521.8106079101562)","(-14.657408714294434, 95.25602722167969, 529.1876220703125)","(3.1798970699310303, 69.01504516601562, 14.477646827697754)","(-17.403133392333984, 67.85154724121094, 14.054191589355469)",POINT (0.4786967933177948 0.7220214009284973),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,34,34,71497860844,1876891004,1,1,"(0.5171788334846497, 0.7498781681060791)","(0.4883769750595093, 0.7284820079803467)",1,1,2.850677490234375,2.5918731689453125,"(-79.28486633300781, 94.61807250976562, 521.60205078125)","(-14.982789039611816, 95.37171936035156, 528.898681640625)","(6.223808765411377, 63.33074188232422, 12.40873908996582)","(-3.7570645809173584, 67.2499008178711, 13.835190773010254)",POINT (0.5027779042720795 0.7391800880432129),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,34,34,71497877511,1876907670,1,1,"(0.5017727017402649, 0.7216684818267822)","(0.4864422082901001, 0.716193675994873)",1,1,2.860107421875,2.627685546875,"(-79.60372924804688, 94.66082000732422, 521.3378295898438)","(-15.303743362426758, 95.466796875, 528.6676635742188)","(0.8850166201591492, 68.4979476928711, 14.289459228515625)","(-4.427542209625244, 69.50077056884766, 14.65442943572998)",POINT (0.4941074550151825 0.7189310789108276),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
