,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,define.1,question.1,  .1,letrec.1,-----------.1,f.1,lambda.1,x.1,cons.1,if.1,=.1,modulo.1,x.2,3.1,0.1,*.1,x.3,2.1,x.4,lambda.2,().1,f.2,+.1,x.5,1.1,).1,).2,).3,).4,].1,).5,lambda.3,().2,f.3,1.2,).6,).7,).8,question,code,choices
0,50,34,2165477612,2300164888,1,1,"(0.4967203140258789, 0.30351683497428894)","(0.5021194219589233, 0.30739521980285645)",1,1,2.9321441650390625,2.9168853759765625,"(4.14967155456543, -3.4228739738464355, 596.46826171875)","(68.67111206054688, -1.7964348793029785, 594.5602416992188)","(-2.752866744995117, 144.71902465820312, 42.0316047668457)","(-0.8873397707939148, 144.01068115234375, 41.773807525634766)",POINT (0.4994198679924011 0.3054560273885727),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,50,34,2165494280,2300181555,1,1,"(0.4927009344100952, 0.3068733215332031)","(0.4920981526374817, 0.3062678873538971)",1,1,2.94097900390625,2.9255523681640625,"(3.8325228691101074, -3.1267216205596924, 595.9407958984375)","(68.37883758544922, -1.457514762878418, 594.4220581054688)","(-4.141663551330566, 144.10598754882812, 41.80852508544922)","(-4.349947929382324, 144.216552734375, 41.84879684448242)",POINT (0.4923995435237884 0.3065706044435501),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,50,34,2165510946,2300198221,1,1,"(0.49873465299606323, 0.302239328622818)","(0.49400052428245544, 0.3085446059703827)",1,1,2.9242095947265625,2.919219970703125,"(3.514620304107666, -2.8071327209472656, 595.217529296875)","(68.04855346679688, -1.0887722969055176, 593.6726684570312)","(-2.056865930557251, 144.95233154296875, 42.116546630859375)","(-3.6926321983337402, 143.8007354736328, 41.69746398925781)",POINT (0.4963675886392593 0.3053919672966003),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,50,34,2165527615,2300214888,1,1,"(0.4967278242111206, 0.31167179346084595)","(0.49777302145957947, 0.2893046438694)",1,1,2.9403533935546875,2.8987274169921875,"(3.2247314453125, -2.4967784881591797, 594.808349609375)","(67.7531967163086, -0.7597993016242981, 593.1768798828125)","(-2.7502691745758057, 143.22962951660156, 41.4894905090332)","(-2.3891265392303467, 147.31468200683594, 42.97636032104492)",POINT (0.49725042283535 0.300488218665123),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,50,34,2165544287,2300231560,1,1,"(0.5005368590354919, 0.3168283998966217)","(0.49137967824935913, 0.29561975598335266)",1,1,2.918807983398437,2.914779663085937,"(2.968493938446045, -2.17057466506958, 594.1650390625)","(67.52888488769531, -0.38955098390579224, 593.1041870117188)","(-1.4341635704040527, 142.28782653808594, 41.14675521850586)","(-4.598190784454346, 146.16131591796875, 42.55655288696289)",POINT (0.4959582686424255 0.3062240779399872),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,50,34,2165560954,2300248226,1,1,"(0.4969485402107239, 0.3005934953689575)","(0.5010891556739807, 0.29609131813049316)",1,1,2.9129180908203125,2.8850860595703125,"(2.7307519912719727, -1.9060090780258179, 593.873291015625)","(67.22898864746094, -0.11032012104988098, 592.1734619140625)","(-2.67400860786438, 145.2529296875, 42.225929260253906)","(-1.2433189153671265, 146.07518005371094, 42.52524185180664)",POINT (0.4990188479423523 0.2983424067497253),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,50,34,2165577621,2300264893,1,1,"(0.5005072951316833, 0.3100864291191101)","(0.4960901737213135, 0.294153094291687)",1,1,2.9138336181640625,2.9015045166015625,"(2.4871139526367188, -1.6554771661758423, 593.2704467773438)","(66.97880554199219, 0.10842887312173843, 591.6510009765625)","(-1.444372534751892, 143.5191650390625, 41.59491729736328)","(-2.9705896377563477, 146.42918395996094, 42.654048919677734)",POINT (0.4982987344264984 0.3021197617053986),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,50,34,2165594290,2300281560,1,1,"(0.5025814175605774, 0.3110326826572418)","(0.4974672198295593, 0.3054727017879486)",1,1,2.91998291015625,2.9114532470703125,"(2.256866931915283, -1.4518260955810547, 592.7269287109375)","(66.75100708007812, 0.2996348738670349, 591.202880859375)","(-0.7277138233184814, 143.3463592529297, 41.5319709777832)","(-2.4947903156280518, 144.36180114746094, 41.9015998840332)",POINT (0.5000243186950684 0.3082526922225952),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,50,34,2165610956,2300298226,1,1,"(0.4950319528579712, 0.3118215799331665)","(0.4992944300174713, 0.31064334511756897)",1,1,2.8968963623046875,2.8985595703125,"(2.0394978523254395, -1.2752864360809326, 592.417236328125)","(66.53068542480469, 0.45143407583236694, 590.9327392578125)","(-3.3362464904785156, 143.2022705078125, 41.479549407958984)","(-1.8634510040283203, 143.41746520996094, 41.557857513427734)",POINT (0.4971631914377212 0.3112324625253677),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,50,34,2165627624,2300314893,1,1,"(0.49996885657310486, 0.3166362941265106)","(0.49623605608940125, 0.30337435007095337)",1,1,2.8773345947265625,2.8978271484375,"(1.7959117889404297, -1.06205153465271, 591.7974853515625)","(66.29966735839844, 0.6205385327339172, 590.3685913085938)","(-1.6304175853729248, 142.3229217529297, 41.15950393676758)","(-2.920201301574707, 144.7450408935547, 42.041080474853516)",POINT (0.498102456331253 0.310005322098732),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
