,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,define.1,complex-seq.1,start.1,end.1,operator1.1,operator2.1,  .1,if.1,>.1,start.2,end.2,'.1,().1,      .1,cons.1,start.3,complex-seq.2,+.1,*.1,start.4,operator2.2,operator2.3,end.3,operator1.2,operator2.4,).1,).2,).3,question,code,choices
0,9,29,180457463852,6623496588,1,1,"(0.39080530405044556, 0.32699522376060486)","(0.5154299139976501, 0.26857346296310425)",1,1,3.5571746826171875,3.47802734375,"(-41.324337005615234, -19.515487670898438, 697.9734497070312)","(27.090068817138672, -17.599428176879883, 698.3870849609375)","(-39.34917449951172, 140.4309844970703, 40.47090530395508)","(3.711778402328491, 151.10096740722656, 44.35443878173828)",POINT (0.4531176090240478 0.2977843433618546),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,9,29,180457480518,6623513254,1,1,"(0.4039813280105591, 0.2821647822856903)","(0.5216563940048218, 0.2562452256679535)",1,1,3.515899658203125,3.44171142578125,"(-41.41138458251953, -19.529098510742188, 698.0888061523438)","(27.014225006103516, -17.5806941986084, 698.231201171875)","(-34.79652786254883, 148.6186981201172, 43.45096206665039)","(5.863177299499512, 153.35255432128906, 45.17393112182617)",POINT (0.4628188610076904 0.2692050039768219),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,9,29,180457497185,6623529920,1,1,"(0.40902605652809143, 0.29786908626556396)","(0.5182743668556213, 0.2506844401359558)",1,1,3.538055419921875,3.43536376953125,"(-41.50130081176758, -19.50659942626953, 698.0443115234375)","(26.946672439575195, -17.565654754638672, 698.3436279296875)","(-33.05345153808594, 145.75047302246094, 42.40707778930664)","(4.694606304168701, 154.36814880371094, 45.543643951416016)",POINT (0.4636502116918564 0.2742767632007599),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,9,29,180457513860,6623546595,1,1,"(0.4125046133995056, 0.29528898000717163)","(0.5142132043838501, 0.26179930567741394)",1,1,3.5194091796875,3.454986572265625,"(-41.580223083496094, -19.540931701660156, 698.1600952148438)","(26.867332458496094, -17.547271728515625, 698.4586181640625)","(-31.851516723632812, 146.22171020507812, 42.578548431396484)","(3.291372299194336, 152.33815002441406, 44.8047981262207)",POINT (0.4633589088916779 0.2785441428422928),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,9,29,180457530527,6623563261,1,1,"(0.36368072032928467, 0.32741737365722656)","(0.5171687602996826, 0.27195462584495544)",1,1,3.5458526611328125,3.469696044921875,"(-41.59052276611328, -19.533878326416016, 697.2574462890625)","(26.766191482543945, -17.54473876953125, 698.1697998046875)","(-48.721412658691406, 140.3538818359375, 40.44285202026367)","(4.312568187713623, 150.48342895507812, 44.129695892333984)",POINT (0.4404247403144836 0.299685999751091),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,9,29,180457547193,6623579927,1,1,"(0.4039085805416107, 0.2723371982574463)","(0.5137731432914734, 0.25326094031333923)",1,1,3.538543701171875,3.42657470703125,"(-41.75824737548828, -19.560012817382812, 697.8338012695312)","(26.676803588867188, -17.52558708190918, 698.3258056640625)","(-34.82167053222656, 150.41355895996094, 44.104286193847656)","(3.1393110752105713, 153.89759826660156, 45.372310638427734)",POINT (0.458840861916542 0.2627990692853928),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,9,29,180457563861,6623596594,1,1,"(0.40090450644493103, 0.2895588278770447)","(0.5219160914421082, 0.15175935626029968)",1,1,3.5389862060546875,3.235092163085937,"(-41.86060333251953, -19.669204711914062, 698.4292602539062)","(26.57376480102539, -17.538375854492188, 698.1719970703125)","(-35.85965347290039, 147.2682647705078, 42.959468841552734)","(5.952917098999023, 172.43551635742188, 52.119590759277344)",POINT (0.4614102989435196 0.2206590920686722),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,9,29,180457580528,6623613261,1,1,"(0.36431556940078735, 0.37985268235206604)","(0.5159498453140259, 0.2749173641204834)",1,1,3.60223388671875,3.452743530273437,"(-41.855857849121094, -19.546051025390625, 697.1580810546875)","(26.49871253967285, -17.52564239501953, 698.177978515625)","(-48.502044677734375, 130.7772674560547, 36.95723342895508)","(3.8914263248443604, 149.9423370361328, 43.93272018432617)",POINT (0.4401327073574066 0.3273850232362747),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,9,29,180457597195,6623629927,1,1,"(0.3969382345676422, 0.3408963084220886)","(0.5154471397399902, 0.24834507703781128)",1,1,3.5847930908203125,3.4188995361328125,"(-42.000030517578125, -19.68360137939453, 697.9915771484375)","(26.42885971069336, -17.53955078125, 698.358642578125)","(-37.2301025390625, 137.8921356201172, 39.546871185302734)","(3.7177340984344482, 154.79539489746094, 45.699188232421875)",POINT (0.4561926871538162 0.29462069272995),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,9,29,180457613862,6623646594,1,1,"(0.41831403970718384, 0.29848214983940125)","(0.5120749473571777, 0.2587333917617798)",1,1,3.5424346923828125,3.4158935546875,"(-42.08925247192383, -19.68484115600586, 698.2400512695312)","(26.356353759765625, -17.531349182128906, 698.2431640625)","(-29.844209671020508, 145.63853454589844, 42.36625671386719)","(2.552536964416504, 152.89813232421875, 45.008548736572266)",POINT (0.4651944935321808 0.2786077708005905),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
