,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,define.1,question.1,  .1,letrec.1,-----------.1,f.1,lambda.1,x.1,cons.1,if.1,=.1,modulo.1,x.2,3.1,0.1,*.1,x.3,2.1,x.4,lambda.2,().1,f.2,+.1,x.5,1.1,).1,).2,).3,).4,].1,).5,lambda.3,().2,f.3,1.2,).6,).7,).8,question,code,choices
0,11,34,65882117318,2080961184,1,1,"(0.1702345907688141, 0.04644748568534851)","(0.15254078805446625, 0.09519173949956894)",1,1,2.8103485107421875,2.6461181640625,"(-84.56983184814453, 42.69990158081055, 553.9967651367188)","(-20.871177673339844, 35.04301071166992, 563.3501586914062)","(-114.00503540039062, 192.1790313720703, 59.30570983886719)","(-120.1365966796875, 183.25050354003906, 56.05594253540039)",POINT (0.1613876894116402 0.0708196125924587),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,11,34,65882133985,2080977850,1,1,"(0.17386454343795776, 0.04429920017719269)","(0.15293969213962555, 0.09329799562692642)",1,1,2.8233184814453125,2.636825561523437,"(-84.56060028076172, 42.69275665283203, 554.0250244140625)","(-20.86125373840332, 35.043060302734375, 563.3953857421875)","(-112.74713134765625, 192.57254028320312, 59.44890594482422)","(-119.99836730957031, 183.5973663330078, 56.18220520019531)",POINT (0.1634021177887917 0.0687985979020596),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,11,34,65882150652,2080994517,1,1,"(0.16986027359962463, 0.04434676095843315)","(0.15381255745887756, 0.09307564795017242)",1,1,2.8337554931640625,2.6497039794921875,"(-84.55015563964844, 42.66972732543945, 554.00244140625)","(-20.857837677001953, 35.03510284423828, 563.4390869140625)","(-114.134765625, 192.5638427734375, 59.445735931396484)","(-119.69589233398438, 183.63812255859375, 56.19701385498047)",POINT (0.1618364155292511 0.0687112044543028),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,11,34,65882167320,2081011184,1,1,"(0.16999150812625885, 0.02497968077659607)","(0.1539870649576187, 0.0912386104464531)",1,1,2.815414428710937,2.6327362060546875,"(-84.56059265136719, 42.662147521972656, 554.071044921875)","(-20.86296844482422, 35.037166595458984, 563.45654296875)","(-114.08928680419922, 196.11134338378906, 60.73690414428711)","(-119.6353988647461, 183.97457885742188, 56.319496154785156)",POINT (0.1619892865419388 0.0581091456115246),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,11,34,65882183986,2081027850,1,1,"(0.16361543536186218, 0.030890585854649544)","(0.15560293197631836, 0.09255779534578323)",1,1,2.80609130859375,2.639129638671875,"(-84.57341003417969, 42.65764617919922, 554.102783203125)","(-20.885814666748047, 35.03081512451172, 563.5084838867188)","(-116.29882049560547, 195.02862548828125, 60.342803955078125)","(-119.07545471191406, 183.7329559326172, 56.23154830932617)",POINT (0.1596091836690903 0.0617241906002164),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,11,34,65882200654,2081044517,1,1,"(0.17075160145759583, 0.03199276328086853)","(0.15406374633312225, 0.09280277788639069)",1,1,2.823471069335937,2.6433563232421875,"(-84.57723999023438, 42.63656234741211, 554.083984375)","(-20.896671295166016, 35.027557373046875, 563.5599975585938)","(-113.82588958740234, 194.82672119140625, 60.2694091796875)","(-119.60884857177734, 183.68809509277344, 56.215213775634766)",POINT (0.162407673895359 0.0623977705836296),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,11,34,65882217321,2081061184,1,1,"(0.16659192740917206, 0.03511154651641846)","(0.15716274082660675, 0.0861460492014885)",1,1,2.8351287841796875,2.64801025390625,"(-84.57786560058594, 42.620487213134766, 554.031494140625)","(-20.909809112548828, 35.02372741699219, 563.5940551757812)","(-115.26736450195312, 194.2554473876953, 60.06146240234375)","(-118.53492736816406, 184.9074249267578, 56.65901565551758)",POINT (0.1618773341178894 0.0606287978589535),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,11,34,65882233989,2081077851,1,1,"(0.16794568300247192, 0.045445360243320465)","(0.15909123420715332, 0.09810379147529602)",1,1,2.8291778564453125,2.6374664306640625,"(-84.58820343017578, 42.61567687988281, 554.0286865234375)","(-20.92203140258789, 35.02397155761719, 563.59375)","(-114.79823303222656, 192.36260986328125, 59.37247085571289)","(-117.86663818359375, 182.71707153320312, 55.86183547973633)",POINT (0.1635184586048126 0.0717745758593082),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,11,34,65882250656,2081094518,1,1,"(0.1703007072210312, 0.03908010944724083)","(0.15853245556354523, 0.09542915225028992)",1,1,2.82135009765625,2.6517333984375,"(-84.593017578125, 42.62731170654297, 554.0712280273438)","(-20.91976547241211, 35.04024124145508, 563.5943603515625)","(-113.98213195800781, 193.52853393554688, 59.796844482421875)","(-118.06026458740234, 183.20701599121094, 56.040122985839844)",POINT (0.1644165813922882 0.0672546308487654),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,11,34,65882267324,2081111185,1,1,"(0.17066176235675812, 0.038266319781541824)","(0.160420760512352, 0.09029419720172882)",1,1,2.852874755859375,2.638458251953125,"(-84.59609985351562, 42.63063049316406, 554.0964965820312)","(-20.919315338134766, 35.05730438232422, 563.6561279296875)","(-113.85701751708984, 193.6776123046875, 59.851112365722656)","(-117.4059066772461, 184.14759826660156, 56.3824462890625)",POINT (0.165541261434555 0.0642802584916353),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
