,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,define.1,complex-seq.1,start.1,end.1,operator1.1,operator2.1,  .1,if.1,>.1,start.2,end.2,'.1,().1,      .1,cons.1,start.3,complex-seq.2,+.1,*.1,start.4,operator2.2,operator2.3,end.3,operator1.2,operator2.4,).1,).2,).3,question,code,choices
0,1,29,8868884931,20752422816,1,1,"(0.4901846647262573, 0.387105792760849)","(0.4614356458187103, 0.4084297716617584)",1,1,3.23162841796875,3.53961181640625,"(-8.622169494628906, 22.667076110839844, 623.8966064453125)","(50.97516632080078, 23.352766036987305, 626.0145263671875)","(-5.011094570159912, 129.4525909423828, 36.4750862121582)","(-14.944615364074707, 125.55805206298828, 35.05760192871094)",POINT (0.4758101552724838 0.3977677822113037),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,29,8868901598,20752439482,1,1,"(0.49429237842559814, 0.4191131293773651)","(0.46769270300865173, 0.39884811639785767)",1,1,3.2856597900390625,3.5337371826171875,"(-8.648698806762695, 22.639328002929688, 623.9821166992188)","(50.956642150878906, 23.350074768066406, 626.1058349609375)","(-3.5917935371398926, 123.60687255859375, 34.34745788574219)","(-12.78264045715332, 127.30802154541016, 35.69450759887695)",POINT (0.4809925407171249 0.4089806228876114),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,29,8868918265,20752456149,1,1,"(0.5005381107330322, 0.39632555842399597)","(0.4724460542201996, 0.4018164575099945)",1,1,3.2669219970703125,3.5368804931640625,"(-8.687736511230469, 22.62590789794922, 624.0565185546875)","(50.926612854003906, 23.35907745361328, 626.2318115234375)","(-1.4337189197540283, 127.76873779296875, 35.86220169067383)","(-11.140233039855957, 126.7658920288086, 35.497215270996094)",POINT (0.4864920824766159 0.3990710079669952),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,29,8868934941,20752472824,1,1,"(0.5042325854301453, 0.4349175691604614)","(0.47360843420028687, 0.4040627181529999)",1,1,3.303955078125,3.5407867431640625,"(-8.737384796142578, 22.61005210876465, 624.0989990234375)","(50.90528869628906, 23.36676788330078, 626.4324951171875)","(-0.15717774629592896, 120.72042083740234, 33.29682922363281)","(-10.738606452941895, 126.35563659667969, 35.34789276123047)",POINT (0.4889205098152161 0.4194901436567306),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,29,8868951608,20752489491,1,1,"(0.49737635254859924, 0.40381109714508057)","(0.47652286291122437, 0.4034857153892517)",1,1,3.2509307861328125,3.5493927001953125,"(-8.754581451416016, 22.59845542907715, 624.0556640625)","(50.87514877319336, 23.369333267211914, 626.4041137695312)","(-2.526193380355835, 126.40159606933594, 35.364620208740234)","(-9.731595993041992, 126.46102142333984, 35.38624954223633)",POINT (0.4869496077299118 0.4036484062671661),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,29,8868968276,20752506158,1,1,"(0.4947158992290497, 0.4259258508682251)","(0.4750017821788788, 0.4045828580856323)",1,1,3.286956787109375,3.5496063232421875,"(-8.773080825805664, 22.5959415435791, 623.9905395507812)","(50.83308029174805, 23.368057250976562, 626.2467651367188)","(-3.4454405307769775, 122.36263275146484, 33.894535064697266)","(-10.257170677185059, 126.26063537597656, 35.31332778930664)",POINT (0.4848588407039642 0.4152543544769287),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,29,8868984942,20752522824,1,1,"(0.49452194571495056, 0.399131715297699)","(0.47748687863349915, 0.3920402526855469)",1,1,3.2148590087890625,3.5272369384765625,"(-8.796529769897461, 22.598384857177734, 624.01123046875)","(50.800811767578125, 23.37609100341797, 626.2069702148438)","(-3.512474298477173, 127.25621795654297, 35.67568588256836)","(-9.398515701293945, 128.5513916015625, 36.14707565307617)",POINT (0.4860044121742248 0.3955859839916229),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,29,8869001610,20752539491,1,1,"(0.4858832359313965, 0.4384233355522156)","(0.47220757603645325, 0.40868985652923584)",1,1,3.2885894775390625,3.5655975341796875,"(-8.811712265014648, 22.597951889038086, 624.0000610351562)","(50.78103256225586, 23.38256072998047, 626.1441650390625)","(-6.4973602294921875, 120.08011627197266, 33.06382369995117)","(-11.222641944885254, 125.51055145263672, 35.040321350097656)",POINT (0.4790454059839249 0.4235565960407257),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,29,8869018282,20752556163,1,1,"(0.4885418713092804, 0.4163576066493988)","(0.4776725471019745, 0.4285704493522644)",1,1,3.28033447265625,3.561309814453125,"(-8.825748443603516, 22.601566314697266, 624.0748291015625)","(50.77083206176758, 23.39023208618164, 626.22265625)","(-5.578728675842285, 124.11014556884766, 34.53059387207031)","(-9.33436393737793, 121.87960815429688, 33.71881866455078)",POINT (0.4831072092056274 0.4224640280008316),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,29,8869034949,20752572829,1,1,"(0.4928892254829407, 0.41198083758354187)","(0.4790053367614746, 0.4004223048686981)",1,1,3.281112670898437,3.5321197509765625,"(-8.83912467956543, 22.607254028320312, 624.07421875)","(50.75801086425781, 23.4001407623291, 626.3004150390625)","(-4.076605796813965, 124.90948486328125, 34.82156753540039)","(-8.873857498168945, 127.02051544189453, 35.589900970458984)",POINT (0.4859472811222076 0.40620157122612),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,29,8869051616,20752589496,1,1,"(0.49408212304115295, 0.41163527965545654)","(0.47862815856933594, 0.40666332840919495)",1,1,3.2840576171875,3.553939819335937,"(-8.853994369506836, 22.60072898864746, 624.0416259765625)","(50.74938201904297, 23.402084350585938, 626.3905029296875)","(-3.664430856704712, 124.97261047363281, 34.84452438354492)","(-9.004151344299316, 125.88067626953125, 35.17500686645508)",POINT (0.4863551408052444 0.4091493040323257),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,29,8869068283,20752606162,1,1,"(0.49478864669799805, 0.4184711277484894)","(0.4772503674030304, 0.4172685444355011)",1,1,3.3044891357421875,3.5848541259765625,"(-8.864850044250488, 22.607887268066406, 624.094970703125)","(50.74456787109375, 23.409160614013672, 626.4888305664062)","(-3.4203197956085205, 123.7241439819336, 34.39008712768555)","(-9.480230331420898, 123.94376373291016, 34.47005081176758)",POINT (0.4860195070505142 0.4178698360919952),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,29,8869084950,20752622829,1,1,"(0.4988008439540863, 0.41890472173690796)","(0.47778064012527466, 0.41260042786598206)",1,1,3.315826416015625,3.54852294921875,"(-8.889427185058594, 22.619888305664062, 624.1369018554688)","(50.724761962890625, 23.428264617919922, 626.5037231445312)","(-2.033997058868408, 123.64495086669922, 34.36128234863281)","(-9.297003746032715, 124.79632568359375, 34.780364990234375)",POINT (0.4882907420396805 0.415752574801445),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,29,8869101618,20752639496,1,1,"(0.49466103315353394, 0.40314939618110657)","(0.47831830382347107, 0.4077388048171997)",1,1,3.290252685546875,3.5710601806640625,"(-8.91423225402832, 22.637657165527344, 624.2545776367188)","(50.70030975341797, 23.454673767089844, 626.4859619140625)","(-3.464404582977295, 126.52244567871094, 35.40861892700195)","(-9.11124038696289, 125.68425750732422, 35.10352325439453)",POINT (0.4864896684885025 0.4054441004991531),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,29,8869118284,20752656162,1,1,"(0.5038679838180542, 0.4279705882072449)","(0.4829857647418976, 0.4017459750175476)",1,1,3.35418701171875,3.5665283203125,"(-8.933783531188965, 22.647315979003906, 624.2432861328125)","(50.67796325683594, 23.479299545288086, 626.4999389648438)","(-0.2831740975379944, 121.98918151855469, 33.758636474609375)","(-7.4985032081604, 126.77877044677734, 35.50189208984375)",POINT (0.4934268742799759 0.4148582816123962),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,29,8869134953,20752672830,1,1,"(0.48790740966796875, 0.38964247703552246)","(0.47566911578178406, 0.40704894065856934)",1,1,3.26959228515625,3.5631561279296875,"(-8.960723876953125, 22.63870620727539, 624.14501953125)","(50.636226654052734, 23.4759578704834, 626.4625854492188)","(-5.797943115234375, 128.9893035888672, 36.30649185180664)","(-10.02658748626709, 125.81025695800781, 35.149375915527344)",POINT (0.4817882627248764 0.3983457088470459),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
