,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,define.1,complex-seq.1,start.1,end.1,operator1.1,operator2.1,  .1,if.1,>.1,start.2,end.2,'.1,().1,      .1,cons.1,start.3,complex-seq.2,+.1,*.1,start.4,operator2.2,operator2.3,end.3,operator1.2,operator2.4,).1,).2,).3,question,code,choices
0,32,29,578566715402,3591812790,1,1,"(0.3236177861690521, 0.14620338380336761)","(0.3612090051174164, 0.1549430936574936)",1,1,2.855621337890625,2.76434326171875,"(-45.334495544433594, -30.358360290527344, 667.5880126953125)","(15.991473197937012, -29.616832733154297, 665.3870849609375)","(-62.564170837402344, 173.4502410888672, 52.48892593383789)","(-49.57545471191406, 171.85403442382812, 51.90796661376953)",POINT (0.3424133956432342 0.1505732387304306),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,32,29,578566732069,3591829456,1,1,"(0.3121887445449829, 0.15813681483268738)","(0.3628319501876831, 0.1566849797964096)",1,1,2.8589630126953125,2.76617431640625,"(-45.4293327331543, -30.314302444458008, 667.0908203125)","(15.875847816467285, -29.546907424926758, 665.5144653320312)","(-66.51318359375, 171.270751953125, 51.695655822753906)","(-49.014686584472656, 171.53590393066406, 51.79217529296875)",POINT (0.337510347366333 0.1574108973145485),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,32,29,578566748736,3591846123,1,1,"(0.32841554284095764, 0.14921315014362335)","(0.364820271730423, 0.1797354370355606)",1,1,2.88397216796875,2.793121337890625,"(-45.6413688659668, -30.296138763427734, 667.6187744140625)","(15.707372665405273, -29.434608459472656, 665.4009399414062)","(-60.90641784667969, 172.90054321289062, 52.28884506225586)","(-48.32767105102539, 167.3260498046875, 50.259910583496094)",POINT (0.3466179072856903 0.164474293589592),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,32,29,578566765404,3591862790,1,1,"(0.3211040794849396, 0.16712969541549683)","(0.36032724380493164, 0.1535961925983429)",1,1,2.899169921875,2.76904296875,"(-45.838340759277344, -30.235239028930664, 667.7780151367188)","(15.541058540344238, -29.327388763427734, 665.285888671875)","(-63.43272399902344, 169.62831115722656, 51.097862243652344)","(-49.880123138427734, 172.1000518798828, 51.99746322631836)",POINT (0.3407156616449356 0.1603629440069199),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,32,29,578566782073,3591879459,1,1,"(0.32313090562820435, 0.18499785661697388)","(0.36367833614349365, 0.1766117364168167)",1,1,2.9233551025390625,2.7777557373046875,"(-46.05670928955078, -30.188505172729492, 667.8840942382812)","(15.324586868286133, -29.187341690063477, 664.8927001953125)","(-62.732398986816406, 166.36492919921875, 49.91009521484375)","(-48.72222900390625, 167.89654541015625, 50.46754837036133)",POINT (0.343404620885849 0.1808047965168953),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,32,29,578566798741,3591896126,1,1,"(0.3239477574825287, 0.1929555982351303)","(0.3608632981777191, 0.1710198074579239)",1,1,2.941802978515625,2.7647857666015625,"(-46.30174255371094, -30.14793586730957, 667.960693359375)","(15.098159790039062, -29.051517486572266, 665.2083740234375)","(-62.45016098022461, 164.91156005859375, 49.38111114501953)","(-49.69490051269531, 168.9178466796875, 50.83928298950195)",POINT (0.3424055278301239 0.1819877028465271),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,32,29,578566815407,3591912792,1,1,"(0.32257580757141113, 0.19385091960430145)","(0.3651931881904602, 0.13799677789211273)",1,1,2.9492340087890625,2.773056030273437,"(-46.53240966796875, -30.101505279541016, 667.6171875)","(14.817934036254883, -28.963241577148438, 665.3425903320312)","(-62.92420196533203, 164.74803161621094, 49.321624755859375)","(-48.19881820678711, 174.94906616210938, 53.03446960449219)",POINT (0.3438844978809357 0.1659238487482071),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,32,29,578566832084,3591929468,1,1,"(0.3288532495498657, 0.20661121606826782)","(0.35733136534690857, 0.18986213207244873)",1,1,2.978790283203125,2.8015289306640625,"(-46.86412048339844, -30.079299926757812, 668.004638671875)","(14.534954071044922, -28.77798843383789, 665.452880859375)","(-60.75518035888672, 162.4175567626953, 48.473331451416016)","(-50.91527557373047, 165.47654724121094, 49.58675003051758)",POINT (0.3430923074483872 0.1982366740703583),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,32,29,578566848750,3591946134,1,1,"(0.3285302221775055, 0.19155438244342804)","(0.3622382581233978, 0.16015495359897614)",1,1,2.928436279296875,2.7555389404296875,"(-47.18365478515625, -30.053325653076172, 668.206787109375)","(14.203669548034668, -28.638530731201172, 665.1123657226562)","(-60.86680221557617, 165.16746520996094, 49.47428512573242)","(-49.21982192993164, 170.90216064453125, 51.56153106689453)",POINT (0.3453842401504517 0.1758546680212021),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,32,29,578566865418,3591962801,1,1,"(0.3154571056365967, 0.17007192969322205)","(0.360552579164505, 0.14543379843235016)",1,1,2.901641845703125,2.7593994140625,"(-47.50852966308594, -30.023887634277344, 668.5089111328125)","(13.875755310058594, -28.51485252380371, 665.3468627929688)","(-65.38389587402344, 169.09095764160156, 50.90229034423828)","(-49.80226135253906, 173.59078979492188, 52.54008865356445)",POINT (0.3380048424005508 0.1577528640627861),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,32,29,578566882085,3591979468,1,1,"(0.33048298954963684, 0.19551055133342743)","(0.3625130355358124, 0.15341994166374207)",1,1,2.9414825439453125,2.724349975585937,"(-47.84999084472656, -29.968597412109375, 668.42138671875)","(13.508171081542969, -28.30447769165039, 664.9212646484375)","(-60.19207000732422, 164.4449462890625, 49.21125411987305)","(-49.12489318847656, 172.13223266601562, 52.009212493896484)",POINT (0.3464980125427246 0.1744652464985848),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,32,29,578566898752,3591996134,1,1,"(0.3189449608325958, 0.19401296973228455)","(0.3650529384613037, 0.18333032727241516)",1,1,2.936386108398437,2.7342071533203125,"(-48.16566467285156, -29.949607849121094, 668.6861572265625)","(13.177533149719238, -28.11520767211914, 665.0928344726562)","(-64.17874145507812, 164.71844482421875, 49.310821533203125)","(-48.24726486206055, 166.66946411132812, 50.02094268798828)",POINT (0.3419989496469498 0.1886716485023498),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,32,29,578566915424,3592012806,1,1,"(0.32205143570899963, 0.1970638930797577)","(0.36263948678970337, 0.1616814285516739)",1,1,2.938018798828125,2.745468139648437,"(-48.535987854003906, -29.91299057006836, 669.2432861328125)","(12.838875770568848, -27.968536376953125, 664.9476928710938)","(-63.10537338256836, 164.16122436523438, 49.10801315307617)","(-49.0811882019043, 170.6233673095703, 51.46004104614258)",POINT (0.3423454612493515 0.1793726608157158),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,32,29,578566932092,3592029473,1,1,"(0.3172277808189392, 0.18822291493415833)","(0.3656827211380005, 0.163920059800148)",1,1,2.9216766357421875,2.7435302734375,"(-48.8038330078125, -29.876630783081055, 668.9776611328125)","(12.506282806396484, -27.85208511352539, 665.00927734375)","(-64.77206420898438, 165.7759246826172, 49.69569778442383)","(-48.0296630859375, 170.21450805664062, 51.31122589111328)",POINT (0.3414552509784698 0.1760714873671532),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,32,29,578566948758,3592046139,1,1,"(0.32443857192993164, 0.20519714057445526)","(0.3580799400806427, 0.19692154228687286)",1,1,2.9146881103515625,2.7127685546875,"(-49.14557647705078, -29.870067596435547, 669.5010375976562)","(12.188663482666016, -27.669235229492188, 664.8258666992188)","(-62.28056335449219, 162.67581176757812, 48.56733703613281)","(-50.6566162109375, 164.18724060058594, 49.117427825927734)",POINT (0.3412592560052872 0.2010593414306641),,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
0,32,29,578566965426,3592062806,1,1,"(0.3158332407474518, 0.20131003856658936)","(0.3623531758785248, 0.1499468833208084)",1,1,2.916000366210937,2.7199249267578125,"(-49.42219543457031, -29.865419387817383, 669.6840209960938)","(11.873870849609375, -27.60831069946289, 665.10498046875)","(-65.25392150878906, 163.3857421875, 48.82572937011719)","(-49.180110931396484, 172.7665252685547, 52.24006652832031)",POINT (0.3390932083129883 0.1756284609436989),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,32,29,578566982093,3592079473,1,1,"(0.3154888153076172, 0.2077103555202484)","(0.3574862778186798, 0.1975904405117035)",1,1,2.931488037109375,2.708114624023437,"(-49.69749069213867, -29.8558349609375, 669.9305419921875)","(11.559536933898926, -27.426292419433594, 664.4932861328125)","(-65.37293243408203, 162.216796875, 48.40031433105469)","(-50.861751556396484, 164.0650634765625, 49.07301712036133)",POINT (0.3364875465631485 0.202650398015976),,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
0,32,29,578566998758,3592096137,1,1,"(0.3160209357738495, 0.16322988271713257)","(0.3552655279636383, 0.15520676970481873)",1,1,2.855133056640625,2.71337890625,"(-49.983558654785156, -29.846572875976562, 670.2503662109375)","(11.274482727050781, -27.37836456298828, 664.794921875)","(-65.18907928466797, 170.34056091308594, 51.35712814331055)","(-51.62907791137695, 171.80589294433594, 51.89043426513672)",POINT (0.3356432318687439 0.1592183262109756),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,32,29,578567015425,3592112804,1,1,"(0.3004513382911682, 0.20287400484085083)","(0.3456381857395172, 0.18625915050506592)",1,1,2.895660400390625,2.7086181640625,"(-50.3093376159668, -29.800518035888672, 670.0997924804688)","(10.89552116394043, -27.19012451171875, 664.29541015625)","(-70.56877136230469, 163.10011291503906, 48.721771240234375)","(-54.955562591552734, 166.13458251953125, 49.82623291015625)",POINT (0.3230447620153427 0.1945665776729584),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,32,29,578567032098,3592129476,1,1,"(0.24802358448505402, 0.1246325671672821)","(0.29574987292289734, 0.1375243365764618)",1,1,2.83819580078125,2.6972808837890625,"(-50.702457427978516, -29.79914093017578, 670.7288208007812)","(10.473115921020508, -27.119937896728516, 664.6261596679688)","(-88.68388366699219, 177.38987731933594, 53.922794342041016)","(-72.1932373046875, 175.0353546142578, 53.06584548950195)",POINT (0.2718867287039757 0.131078451871872),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,32,29,578567048763,3592146141,1,1,"(0.25920963287353516, 0.12656506896018982)","(0.28617343306541443, 0.17516696453094482)",1,1,2.821380615234375,2.693359375,"(-50.96901321411133, -29.780855178833008, 670.9513549804688)","(10.21185302734375, -26.977264404296875, 664.4751586914062)","(-84.81880950927734, 177.0369110107422, 53.79438781738281)","(-75.50213623046875, 168.160400390625, 50.5635871887207)",POINT (0.2726915329694748 0.1508660167455673),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,32,29,578567065431,3592162808,1,1,"(0.26462122797966003, 0.13854897022247314)","(0.2950472831726074, 0.1498766839504242)",1,1,2.8321685791015625,2.70703125,"(-51.2237548828125, -29.79216766357422, 671.1383056640625)","(9.926704406738281, -26.95199966430664, 664.8858032226562)","(-82.948974609375, 174.8482208251953, 52.99776077270508)","(-72.43600463867188, 172.7793731689453, 52.24471664428711)",POINT (0.2798342555761337 0.1442128270864487),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,32,29,578567082097,3592179474,1,1,"(0.26078134775161743, 0.13896571099758148)","(0.2999168336391449, 0.1617816835641861)",1,1,2.825546264648437,2.7020263671875,"(-51.45178985595703, -29.80770492553711, 671.3026733398438)","(9.662178993225098, -26.890701293945312, 664.7714233398438)","(-84.2757339477539, 174.7720947265625, 52.970035552978516)","(-70.7534408569336, 170.60507202148438, 51.453365325927734)",POINT (0.2803490906953812 0.1503736972808838),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,32,29,578567098765,3592196141,1,1,"(0.2524433732032776, 0.15022942423820496)","(0.2997964918613434, 0.16084131598472595)",1,1,2.8291168212890625,2.716796875,"(-51.660888671875, -29.86200714111328, 671.3831787109375)","(9.420289039611816, -26.861949920654297, 664.656494140625)","(-87.1567153930664, 172.7149200439453, 52.22132110595703)","(-70.79502868652344, 170.77679443359375, 51.51591491699219)",POINT (0.2761199325323105 0.1555353701114654),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,32,29,578567115432,3592212808,1,1,"(0.25952592492103577, 0.15264427661895752)","(0.30303364992141724, 0.16711227595806122)",1,1,2.80804443359375,2.679351806640625,"(-51.872459411621094, -29.90121841430664, 671.4500732421875)","(9.206433296203613, -26.823780059814453, 664.7352905273438)","(-84.70951843261719, 172.27389526367188, 52.06074142456055)","(-69.676513671875, 169.63150024414062, 51.099037170410156)",POINT (0.2812797874212265 0.1598782762885094),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,32,29,578567132099,3592229474,1,1,"(0.2606976628303528, 0.14121174812316895)","(0.2958759665489197, 0.17632192373275757)",1,1,2.789520263671875,2.6723785400390625,"(-52.05175018310547, -29.93747901916504, 671.6358032226562)","(9.059686660766602, -26.79520606994629, 664.8862915039062)","(-84.3046646118164, 174.3618927001953, 52.820716857910156)","(-72.14966583251953, 167.949462890625, 50.486839294433594)",POINT (0.2782868146896362 0.1587668359279633),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,32,29,578567282105,3592379476,1,1,"(0.27520519495010376, 0.13122475147247314)","(0.30050599575042725, 0.3841029405593872)",1,1,2.679901123046875,2.590362548828125,"(-52.57239532470703, -29.70367431640625, 672.0555419921875)","(8.557828903198242, -26.477294921875, 665.2777709960938)","(-79.29194641113281, 176.1858673095703, 53.484642028808594)","(-70.54988098144531, 130.0010223388672, 36.674705505371094)",POINT (0.2878555953502655 0.2576638460159302),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,32,29,578567298780,3592396151,1,1,"(0.269864946603775, 0.028495855629444122)","(0.31389620900154114, 0.11062082648277283)",1,1,2.782577514648437,2.652435302734375,"(-52.59131622314453, -29.76540756225586, 671.9774780273438)","(8.518083572387695, -26.537506103515625, 665.1441040039062)","(-81.13713073730469, 194.94793701171875, 60.3134880065918)","(-65.9232177734375, 179.94891357421875, 54.85426330566406)",POINT (0.2918805778026581 0.0695583410561085),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,32,29,578567315448,3592412818,1,1,"(0.2654021382331848, 0.12053897231817245)","(0.309344619512558, 0.15797856450080872)",1,1,2.7742919921875,2.6653594970703125,"(-52.597564697265625, -29.800981521606445, 671.7744750976562)","(8.488507270812988, -26.540916442871094, 664.8145751953125)","(-82.67916107177734, 178.1374969482422, 54.19495391845703)","(-67.49591064453125, 171.29966735839844, 51.70615005493164)",POINT (0.2873733788728714 0.1392587684094906),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,32,29,578567332114,3592429484,1,1,"(0.2606116533279419, 0.09004151821136475)","(0.31141364574432373, 0.14943727850914001)",1,1,2.7597808837890625,2.643829345703125,"(-52.65566635131836, -29.850608825683594, 671.891845703125)","(8.438913345336914, -26.567745208740234, 664.8902587890625)","(-84.33438110351562, 183.7074432373047, 56.22227478027344)","(-66.781005859375, 172.85960388183594, 52.273948669433594)",POINT (0.2860126495361328 0.1197393983602524),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
