,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,define.1,complex-seq.1,start.1,end.1,operator1.1,operator2.1,  .1,if.1,>.1,start.2,end.2,'.1,().1,      .1,cons.1,start.3,complex-seq.2,+.1,*.1,start.4,operator2.2,operator2.3,end.3,operator1.2,operator2.4,).1,).2,).3,question,code,choices
0,21,29,172866789944,8281012361,1,1,"(0.41111883521080017, 0.11627597361803055)","(0.39446187019348145, 0.2319837361574173)",1,1,4.344497680664063,4.363128662109375,"(-13.705485343933105, -23.09600830078125, 665.0674438476562)","(51.54731750488281, -19.505268096923828, 661.4398803710938)","(-30.529844284057617, 179.3884735107422, 54.6502685546875)","(-36.30208969116211, 158.19412231445312, 46.93619918823242)",POINT (0.4027903527021408 0.1741298548877239),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,21,29,172866806611,8281029028,1,1,"(0.4133511483669281, 0.10753489285707474)","(0.38991376757621765, 0.23990027606487274)",1,1,4.37030029296875,4.3651275634765625,"(-13.720758438110352, -23.116802215576172, 665.1156005859375)","(51.53479766845703, -19.522689819335938, 661.4541015625)","(-29.756269454956055, 180.9895782470703, 55.233070373535156)","(-37.87818908691406, 156.74404907226562, 46.40840530395508)",POINT (0.4016324579715729 0.1737175844609737),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,21,29,172866823279,8281045695,1,1,"(0.4113145172595978, 0.12828904390335083)","(0.3891414701938629, 0.24272091686725616)",1,1,4.351577758789063,4.400970458984375,"(-13.739197731018066, -23.14507293701172, 665.06591796875)","(51.50041961669922, -19.544910430908203, 661.3983764648438)","(-30.462034225463867, 177.18801879882812, 53.84939956665039)","(-38.14579772949219, 156.22740173339844, 46.22032928466797)",POINT (0.4002279937267304 0.1855049803853035),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,21,29,172866839946,8281062362,1,1,"(0.4133683741092682, 0.12650775909423828)","(0.3930165469646454, 0.2241181582212448)",1,1,4.3579864501953125,4.384063720703125,"(-13.763922691345215, -23.166194915771484, 664.94287109375)","(51.46360778808594, -19.566242218017578, 661.4530029296875)","(-29.750293731689453, 177.51431274414062, 53.96812057495117)","(-36.802955627441406, 159.63487243652344, 47.46059799194336)",POINT (0.4031924605369568 0.1753129586577416),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,21,29,172866856613,8281079028,1,1,"(0.4085131287574768, 0.12416162341833115)","(0.3998061716556549, 0.22997072339057922)",1,1,4.3698577880859375,4.389938354492188,"(-13.810330390930176, -23.178211212158203, 665.0875244140625)","(51.41560363769531, -19.581092834472656, 661.5950317382812)","(-31.43282699584961, 177.9440460205078, 54.12455368041992)","(-34.45009994506836, 158.5628662109375, 47.07038879394531)",POINT (0.4041596502065659 0.1770661734044552),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,21,29,172866873280,8281095695,1,1,"(0.4093286097049713, 0.12661372125148773)","(0.401598185300827, 0.234524667263031)",1,1,4.3682403564453125,4.397247314453125,"(-13.866918563842773, -23.19103240966797, 665.317626953125)","(51.37932586669922, -19.58999252319336, 661.6622314453125)","(-31.150218963623047, 177.494873046875, 53.96110153198242)","(-33.829105377197266, 157.72869873046875, 46.76682662963867)",POINT (0.4054633975028992 0.1805691942572594),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,21,29,172866889947,8281112361,1,1,"(0.40823793411254883, 0.11223374307155609)","(0.3912743330001831, 0.23100188374519348)",1,1,4.3896026611328125,4.4003753662109375,"(-13.910240173339844, -23.20669174194336, 665.4508056640625)","(51.354949951171875, -19.599803924560547, 661.7274169921875)","(-31.5281925201416, 180.12889099121094, 54.9197883605957)","(-37.40669250488281, 158.3739776611328, 47.0015983581543)",POINT (0.399756133556366 0.1716178134083748),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,21,29,172866906618,8281129032,1,1,"(0.4107447862625122, 0.13072656095027924)","(0.3948696255683899, 0.22871440649032593)",1,1,4.373214721679688,4.409942626953125,"(-13.95772647857666, -23.18859100341797, 665.2646484375)","(51.27471923828125, -19.583974838256836, 661.6663818359375)","(-30.659465789794922, 176.74154663085938, 53.68687057495117)","(-36.160789489746094, 158.79298400878906, 47.154117584228516)",POINT (0.402807205915451 0.1797204837203026),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,21,29,172866923285,8281145698,1,1,"(0.41374242305755615, 0.14240309596061707)","(0.3938048481941223, 0.23218661546707153)",1,1,4.358932495117188,4.42620849609375,"(-14.010096549987793, -23.186214447021484, 665.2747802734375)","(51.21839141845703, -19.583045959472656, 661.8460083007812)","(-29.62067413330078, 174.60272216796875, 52.90842819213867)","(-36.52976989746094, 158.156982421875, 46.922637939453125)",POINT (0.4037736356258392 0.1872948557138443),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,21,29,172866939953,8281162366,1,1,"(0.41258156299591064, 0.1436215043067932)","(0.39497652649879456, 0.23037812113761902)",1,1,4.38079833984375,4.415313720703125,"(-14.06760025024414, -23.175716400146484, 665.4680786132812)","(51.17167663574219, -19.573074340820312, 661.865478515625)","(-30.02296257019043, 174.3795623779297, 52.827186584472656)","(-36.123741149902344, 158.48822021484375, 47.04326629638672)",POINT (0.4037790447473526 0.1869998127222061),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
