,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,define.1,question.1,  .1,letrec.1,-----------.1,f.1,lambda.1,x.1,cons.1,if.1,=.1,modulo.1,x.2,3.1,0.1,*.1,x.3,2.1,x.4,lambda.2,().1,f.2,+.1,x.5,1.1,).1,).2,).3,).4,].1,).5,lambda.3,().2,f.3,1.2,).6,).7,).8,question,code,choices
0,20,34,174530079373,696288592,1,1,"(0.5007959604263306, 0.6204133033752441)","(0.5117296576499939, 0.5934973955154419)",1,1,2.9507293701171875,2.7635498046875,"(-58.567588806152344, -22.14842987060547, 640.13330078125)","(4.301177024841309, -17.920989990234375, 644.7080078125)","(-1.3446344137191772, 86.8420639038086, 20.966123580932617)","(2.4332337379455566, 91.7579116821289, 22.755342483520508)",POINT (0.5062628090381622 0.606955349445343),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,20,34,174530096040,696305259,1,1,"(0.5035960078239441, 0.6161871552467346)","(0.5066050887107849, 0.6038864850997925)",1,1,2.9441375732421875,2.774200439453125,"(-58.598609924316406, -22.132169723510742, 640.2431640625)","(4.283426284790039, -17.912694931030273, 644.6622924804688)","(-0.37714076042175293, 87.61392211914062, 21.247060775756836)","(0.6625741124153137, 89.86045837402344, 22.064760208129883)",POINT (0.5051005482673645 0.6100368201732635),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,20,34,174530112707,696321925,1,1,"(0.5145581960678101, 0.6202923655509949)","(0.508056104183197, 0.5904252529144287)",1,1,2.9380035400390625,2.7633819580078125,"(-58.63039016723633, -22.134540557861328, 640.3062744140625)","(4.267913818359375, -17.911352157592773, 644.57080078125)","(3.410571575164795, 86.8641357421875, 20.97422218322754)","(1.1639212369918823, 92.31898498535156, 22.959562301635742)",POINT (0.5113071501255035 0.6053588092327118),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,20,34,174530129374,696338592,1,1,"(0.5172871351242065, 0.6133654713630676)","(0.5074616074562073, 0.5811006426811218)",1,1,2.9300079345703125,2.743743896484375,"(-58.63774490356445, -22.122121810913086, 640.37353515625)","(4.270689010620117, -17.90346908569336, 644.6166381835938)","(4.353489875793457, 88.12925720214844, 21.43461799621582)","(0.9585323333740234, 94.0219955444336, 23.579435348510742)",POINT (0.5123743712902069 0.5972330570220947),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,20,34,174530146042,696355259,1,1,"(0.508249044418335, 0.6173193454742432)","(0.5056759715080261, 0.5758929252624512)",1,1,2.93408203125,2.7290802001953125,"(-58.647491455078125, -22.118057250976562, 640.3714599609375)","(4.264037132263184, -17.894922256469727, 644.548095703125)","(1.23061203956604, 87.40711975097656, 21.17184066772461)","(0.341534823179245, 94.97313690185547, 23.92556381225586)",POINT (0.5069625079631805 0.5966061353683472),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,20,34,174530162708,696371925,1,1,"(0.5121955871582031, 0.6104040741920471)","(0.5085784792900085, 0.575859785079956)",1,1,2.9279937744140625,2.7302398681640625,"(-58.654090881347656, -22.110218048095703, 640.4169921875)","(4.267913341522217, -17.874021530151367, 644.5709228515625)","(2.5942368507385254, 88.67008972167969, 21.631542205810547)","(1.3444204330444336, 94.97917938232422, 23.927793502807617)",POINT (0.5103870332241058 0.5931319296360016),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,20,34,174530179379,696388595,1,1,"(0.510672390460968, 0.6134832501411438)","(0.5056120157241821, 0.5842841863632202)",1,1,2.9191131591796875,2.73809814453125,"(-58.653263092041016, -22.10980987548828, 640.394287109375)","(4.270150184631348, -17.868839263916016, 644.5247802734375)","(2.067922353744507, 88.10774230957031, 21.426786422729492)","(0.3194502294063568, 93.4405746459961, 23.36778450012207)",POINT (0.5081422030925751 0.598883718252182),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,20,34,174530196046,696405262,1,1,"(0.513700008392334, 0.6008991003036499)","(0.5114651322364807, 0.5889909863471985)",1,1,2.904632568359375,2.730987548828125,"(-58.64503479003906, -22.108808517456055, 640.3035888671875)","(4.274016380310059, -17.864742279052734, 644.547607421875)","(3.1140449047088623, 90.40607452392578, 22.263309478759766)","(2.3418352603912354, 92.5809326171875, 23.0549259185791)",POINT (0.5125825703144073 0.5949450433254242),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,20,34,174530212713,696421928,1,1,"(0.5129464268684387, 0.6048465967178345)","(0.5115247368812561, 0.5865734815597534)",1,1,2.903793334960937,2.72637939453125,"(-58.637630462646484, -22.10513687133789, 640.2355346679688)","(4.288989067077637, -17.864734649658203, 644.5474243164062)","(2.8536629676818848, 89.68512725830078, 22.000869750976562)","(2.362440824508667, 93.02247619628906, 23.215559005737305)",POINT (0.5122355818748474 0.595710039138794),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,20,34,174530229380,696438595,1,1,"(0.5070532560348511, 0.580427885055542)","(0.5042861104011536, 0.5838595628738403)",1,1,2.8963165283203125,2.7257080078125,"(-58.630271911621094, -22.06619644165039, 640.168212890625)","(4.302854537963867, -17.824234008789062, 644.5702514648438)","(0.8174228072166443, 94.14486694335938, 23.624162673950195)","(-0.13868466019630432, 93.51811981201172, 23.39605140686035)",POINT (0.5056696832180023 0.5821437239646912),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
