,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,define.1,complex-seq.1,start.1,end.1,operator1.1,operator2.1,  .1,if.1,>.1,start.2,end.2,'.1,().1,      .1,cons.1,start.3,complex-seq.2,+.1,*.1,start.4,operator2.2,operator2.3,end.3,operator1.2,operator2.4,).1,).2,).3,question,code,choices
0,45,29,78253093890,8631926111,1,1,"(0.4652027189731598, 0.3111777901649475)","(0.4216656982898712, 0.1850782036781311)",1,1,3.170272827148437,3.3896942138671875,"(-52.93879699707031, 14.711579322814941, 578.5853271484375)","(6.8170270919799805, 12.571032524108887, 586.2006225585938)","(-13.642988204956055, 143.31983947753906, 41.52235794067383)","(-28.686141967773438, 166.35025024414062, 49.90477752685547)",POINT (0.4434342086315155 0.2481279969215393),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,45,29,78253110557,8631942778,1,1,"(0.46357035636901855, 0.3057164251804352)","(0.4328828454017639, 0.24696560204029083)",1,1,3.185760498046875,3.510040283203125,"(-53.64503479003906, 14.711321830749512, 579.1729125976562)","(6.138086318969727, 12.678912162780762, 586.61181640625)","(-14.207025527954102, 144.31729125976562, 41.88541793823242)","(-24.810325622558594, 155.04734802246094, 45.790855407714844)",POINT (0.4482266008853912 0.276341013610363),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,45,29,78253127222,8631959442,1,1,"(0.4636307954788208, 0.27717626094818115)","(0.42221078276634216, 0.23877350986003876)",1,1,3.159164428710937,3.4935455322265625,"(-54.348567962646484, 14.682740211486816, 579.4403686523438)","(5.460572242736816, 12.818930625915527, 586.7357177734375)","(-14.186139106750488, 149.52976989746094, 43.782588958740234)","(-28.49778175354004, 156.54351806640625, 46.335384368896484)",POINT (0.4429207891225815 0.25797488540411),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,45,29,78253143891,8631976111,1,1,"(0.4669390618801117, 0.30159351229667664)","(0.42733800411224365, 0.19879712164402008)",1,1,3.1983642578125,3.4188385009765625,"(-55.079444885253906, 14.673172950744629, 579.9681396484375)","(4.773272514343262, 13.001631736755371, 587.1168212890625)","(-13.043048858642578, 145.07028198242188, 42.15946960449219)","(-26.726213455200195, 163.8446807861328, 48.992801666259766)",POINT (0.4471385329961777 0.2501953169703484),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,45,29,78253160559,8631992778,1,1,"(0.4630531668663025, 0.27896711230278015)","(0.4250700771808624, 0.24178633093833923)",1,1,3.1416015625,3.52606201171875,"(-55.72215270996094, 14.675176620483398, 580.236572265625)","(4.141993999481201, 13.148239135742188, 587.1236572265625)","(-14.385721206665039, 149.20269775390625, 43.663570404052734)","(-27.509836196899414, 155.9932861328125, 46.13511276245117)",POINT (0.4440616220235825 0.2603767216205597),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,45,29,78253177225,8632009444,1,1,"(0.4608544111251831, 0.2953348755836487)","(0.42746615409851074, 0.2753067910671234)",1,1,3.175079345703125,3.567352294921875,"(-56.29423904418945, 14.700368881225586, 580.4483032226562)","(3.5796868801116943, 13.282482147216797, 587.2899780273438)","(-15.14544677734375, 146.21334838867188, 42.57548904418945)","(-26.68191909790039, 149.87120056152344, 43.9068489074707)",POINT (0.4441602826118469 0.285320833325386),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,45,29,78253193896,8632026114,1,1,"(0.4707266092300415, 0.21752844750881195)","(0.4323519468307495, 0.24337929487228394)",1,1,3.0522918701171875,3.527099609375,"(-56.82456588745117, 14.752857208251953, 580.9617309570312)","(3.081963539123535, 13.433025360107422, 587.7044677734375)","(-11.734354019165039, 160.4236602783203, 47.74764633178711)","(-24.99376106262207, 155.7023162841797, 46.02924728393555)",POINT (0.4515392780303955 0.2304538711905479),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,45,29,78253210562,8632042780,1,1,"(0.4617633521556854, 0.19846071302890778)","(0.43211472034454346, 0.22902411222457886)",1,1,3.0374298095703125,3.4604644775390625,"(-57.24164581298828, 14.843903541564941, 581.1172485351562)","(2.658085346221924, 13.575372695922852, 587.869873046875)","(-14.831388473510742, 163.9061279296875, 49.015174865722656)","(-25.075742721557617, 158.3241424560547, 46.98346710205078)",POINT (0.4469390362501144 0.2137424126267433),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,45,29,78253227222,8632059439,1,1,"(0.4658302664756775, 0.2960827946662903)","(0.43180668354034424, 0.24536241590976715)",1,1,3.1614227294921875,3.5097198486328125,"(-57.63723373413086, 14.905736923217773, 581.28369140625)","(2.263701915740967, 13.683613777160645, 588.07177734375)","(-13.42615795135498, 146.0767364501953, 42.52579879760742)","(-25.18216896057129, 155.34014892578125, 45.89738845825195)",POINT (0.4488184750080109 0.2707226052880287),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,45,29,78253243897,8632076114,1,1,"(0.4674384295940399, 0.2684192359447479)","(0.42389538884162903, 0.17457561194896698)",1,1,3.10980224609375,3.3487548828125,"(-58.04573440551758, 14.96849250793457, 581.43603515625)","(1.8531172275543213, 13.84412956237793, 588.159423828125)","(-12.87050724029541, 151.12913513183594, 44.36469650268555)","(-27.915729522705078, 168.2684326171875, 50.60289764404297)",POINT (0.4456669092178345 0.2214974239468574),,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,
