,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,define.1,complex-seq.1,start.1,end.1,operator1.1,operator2.1,  .1,if.1,>.1,start.2,end.2,'.1,().1,      .1,cons.1,start.3,complex-seq.2,+.1,*.1,start.4,operator2.2,operator2.3,end.3,operator1.2,operator2.4,).1,).2,).3,question,code,choices
0,28,29,7335640816,7554068673,1,1,"(0.5055192112922668, 0.6401911973953247)","(0.5160594582557678, 0.5446617603302002)",1,1,3.492706298828125,3.37481689453125,"(-38.09703826904297, -8.48653793334961, 536.7072143554688)","(26.414295196533203, -9.92373275756836, 534.7053833007812)","(2.1833274364471436, 83.4222412109375, 19.721446990966797)","(5.835921764373779, 100.92049407958984, 26.090288162231445)",POINT (0.5107893347740173 0.5924264788627625),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,28,29,7335657482,7554085339,1,1,"(0.5025424361228943, 0.6411948800086975)","(0.5166276693344116, 0.5451532006263733)",1,1,3.516387939453125,3.3643341064453125,"(-38.11372375488281, -8.51939582824707, 536.73779296875)","(26.408588409423828, -9.916516304016113, 534.673828125)","(1.1517813205718994, 83.23838806152344, 19.654579162597656)","(6.032828330993652, 100.83045959472656, 26.057558059692383)",POINT (0.509585052728653 0.5931740403175354),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,28,29,7335674150,7554102006,1,1,"(0.5025835633277893, 0.6351088881492615)","(0.5189815759658813, 0.5530099272727966)",1,1,3.4945526123046875,3.378448486328125,"(-38.13389587402344, -8.56381607055664, 536.6064453125)","(26.38498306274414, -9.928399085998535, 534.4691162109375)","(1.1660341024398804, 84.3531723022461, 20.060291290283203)","(6.848544120788574, 99.39137268066406, 25.533666610717773)",POINT (0.5107825696468353 0.594059407711029),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,28,29,7335690817,7554118673,1,1,"(0.5026390552520752, 0.6378855109214783)","(0.5174825191497803, 0.55877685546875)",1,1,3.49029541015625,3.382568359375,"(-38.16034698486328, -8.612268447875977, 536.4910278320312)","(26.366308212280273, -9.954566955566406, 534.2169189453125)","(1.1852589845657349, 83.8445816040039, 19.875158309936523)","(6.329058647155762, 98.33501434326172, 25.14922523498535)",POINT (0.5100607872009277 0.5983311831951141),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,28,29,7335707484,7554135339,1,1,"(0.503197193145752, 0.6447532773017883)","(0.521105945110321, 0.5568515062332153)",1,1,3.504547119140625,3.387054443359375,"(-38.18473434448242, -8.676512718200684, 536.3759765625)","(26.345802307128906, -10.030036926269531, 533.9485473632812)","(1.3786612749099731, 82.58660125732422, 19.41730308532715)","(7.584715366363525, 98.68766784667969, 25.277652740478516)",POINT (0.5121515691280365 0.6008023917675018),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,28,29,7335724151,7554152006,1,1,"(0.5042686462402344, 0.6474108695983887)","(0.5222076773643494, 0.5558547973632812)",1,1,3.5102996826171875,3.376678466796875,"(-38.199073791503906, -8.717402458190918, 536.3422241210938)","(26.32919692993164, -10.089418411254883, 533.6962280273438)","(1.749976634979248, 82.09980773925781, 19.240102767944336)","(7.966484546661377, 98.87023162841797, 25.3441162109375)",POINT (0.5132381618022919 0.601632833480835),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,28,29,7335740819,7554168673,1,1,"(0.4883806109428406, 0.63130122423172)","(0.49872148036956787, 0.5353639721870422)",1,1,3.521331787109375,3.3635406494140625,"(-38.211795806884766, -8.669326782226562, 535.9068603515625)","(26.261579513549805, -10.064031600952148, 533.7969360351562)","(-3.7558155059814453, 85.0506362915039, 20.314115524291992)","(-0.17232562601566315, 102.62357330322266, 26.71017837524414)",POINT (0.4935510456562042 0.5833325982093811),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,28,29,7335757489,7554185343,1,1,"(0.44835081696510315, 0.5151175856590271)","(0.4668603837490082, 0.43496185541152954)",1,1,3.51434326171875,3.3873291015625,"(-38.30781173706055, -8.425654411315918, 536.1355590820312)","(26.054222106933594, -9.862342834472656, 533.7338256835938)","(-17.627607345581055, 106.3321304321289, 28.059982299804688)","(-11.21336841583252, 121.01437377929688, 33.40382766723633)",POINT (0.4576056003570557 0.4750397205352783),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,28,29,7335774157,7554202010,1,1,"(0.444566011428833, 0.42819106578826904)","(0.44297975301742554, 0.3437766134738922)",1,1,3.520416259765625,3.402801513671875,"(-38.324981689453125, -8.203157424926758, 535.7960205078125)","(25.946279525756836, -9.667926788330078, 533.6463623046875)","(-18.93918228149414, 122.25457763671875, 33.855255126953125)","(-19.48887062072754, 137.71688842773438, 39.483062744140625)",POINT (0.4437728822231293 0.3859838396310806),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,28,29,7335790824,7554218677,1,1,"(0.44412684440612793, 0.43028101325035095)","(0.4424382746219635, 0.34743818640708923)",1,1,3.5288543701171875,3.39459228515625,"(-38.32218933105469, -8.134138107299805, 535.6201171875)","(26.003276824951172, -9.643918991088867, 533.1995849609375)","(-19.091371536254883, 121.87176513671875, 33.71591567993164)","(-19.67652130126953, 137.04620361328125, 39.23892593383789)",POINT (0.4432825595140457 0.3888595998287201),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,28,29,7335807491,7554235343,1,1,"(0.4317709505558014, 0.42024725675582886)","(0.44001439213752747, 0.33677035570144653)",1,1,3.5141143798828125,3.3897247314453125,"(-38.324867248535156, -8.05958366394043, 535.763916015625)","(26.036865234375, -9.602151870727539, 533.0394287109375)","(-23.373130798339844, 123.70964813232422, 34.38489532470703)","(-20.516477584838867, 139.00021362304688, 39.95022964477539)",POINT (0.4358926713466644 0.3785088062286377),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,28,29,7335824158,7554252010,1,1,"(0.44067907333374023, 0.42695340514183044)","(0.44509634375572205, 0.32239070534706116)",1,1,3.518539428710937,3.3533935546875,"(-38.35907745361328, -7.995987892150879, 535.5513916015625)","(26.012168884277344, -9.541963577270508, 532.787841796875)","(-20.286142349243164, 122.48128509521484, 33.937782287597656)","(-18.75540542602539, 141.63418579101562, 40.90879821777344)",POINT (0.4428877085447311 0.3746720552444458),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
