,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,define.1,complex-seq.1,start.1,end.1,operator1.1,operator2.1,  .1,if.1,>.1,start.2,end.2,'.1,().1,      .1,cons.1,start.3,complex-seq.2,+.1,*.1,start.4,operator2.2,operator2.3,end.3,operator1.2,operator2.4,).1,).2,).3,question,code,choices
0,24,29,156324246005,5584859016,1,1,"(0.4436000883579254, 0.12029734253883362)","(0.42858240008354187, 0.05638386309146881)",1,1,3.3325347900390625,3.5394287109375,"(-88.0228500366211, 32.42384719848633, 520.1258544921875)","(-28.567596435546875, 53.23146057128906, 533.01611328125)","(-19.27390480041504, 178.65187072753906, 54.38218688964844)","(-24.478090286254883, 190.35897827148438, 58.64323425292969)",POINT (0.4360912442207336 0.0883406028151512),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,24,29,156324262677,5584875687,1,1,"(0.44229674339294434, 0.11790482699871063)","(0.4309481084346771, 0.0503009594976902)",1,1,3.3289337158203125,3.529647827148437,"(-87.55296325683594, 32.56639862060547, 520.392333984375)","(-28.031143188476562, 53.201499938964844, 533.396484375)","(-19.72556495666504, 179.09010314941406, 54.54168701171875)","(-23.658288955688477, 191.4731903076172, 59.04877471923828)",POINT (0.4366224259138107 0.0841028932482004),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,24,29,156324279344,5584892354,1,1,"(0.44419822096824646, 0.1200607493519783)","(0.4309219419956207, 0.05172107368707657)",1,1,3.3997039794921875,3.5565338134765625,"(-87.05745697021484, 32.770973205566406, 520.765625)","(-27.447227478027344, 53.22624969482422, 533.7099609375)","(-19.066633224487305, 178.69520568847656, 54.3979606628418)","(-23.667348861694336, 191.2130889892578, 58.95409393310547)",POINT (0.4375600814819336 0.0858909115195274),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,24,29,156324296011,5584909020,1,1,"(0.4410257041454315, 0.11246885359287262)","(0.4289192855358124, 0.049220453947782516)",1,1,3.3694610595703125,3.5356597900390625,"(-86.58345794677734, 32.97760009765625, 521.08544921875)","(-26.877758026123047, 53.21700668334961, 533.805908203125)","(-20.16602897644043, 180.0858154296875, 54.90412139892578)","(-24.361345291137695, 191.67111206054688, 59.120826721191406)",POINT (0.434972494840622 0.0808446537703276),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,24,29,156324312678,5584925687,1,1,"(0.4424637258052826, 0.1192035973072052)","(0.4277249872684479, 0.05459289997816086)",1,1,3.3357696533203125,3.5605621337890625,"(-86.0782470703125, 33.14234924316406, 521.1612548828125)","(-26.33672523498535, 53.20269012451172, 534.05224609375)","(-19.667692184448242, 178.8522186279297, 54.45509719848633)","(-24.77521324157715, 190.68704223632812, 58.76264572143555)",POINT (0.4350943565368652 0.086898248642683),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,24,29,156324329346,5584942354,1,1,"(0.4147917628288269, 0.10146787017583847)","(0.4253363311290741, 0.04997951164841652)",1,1,3.344207763671875,3.5587615966796875,"(-85.42727661132812, 33.32749938964844, 521.66650390625)","(-25.79744529724121, 53.194725036621094, 534.255859375)","(-29.25703239440918, 182.1008758544922, 55.63754653930664)","(-25.602962493896484, 191.53207397460938, 59.0702018737793)",POINT (0.4200640469789505 0.0757236909121275),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,24,29,156324346012,5584959020,1,1,"(0.4422491490840912, 0.11401991546154022)","(0.42170634865760803, 0.05568300560116768)",1,1,3.362640380859375,3.557403564453125,"(-85.24382019042969, 33.53264617919922, 522.01904296875)","(-25.281383514404297, 53.178001403808594, 534.473388671875)","(-19.742053985595703, 179.80169677734375, 54.80070877075195)","(-26.860885620117188, 190.48736572265625, 58.689971923828125)",POINT (0.4319777488708496 0.084851460531354),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,24,29,156324362679,5584975687,1,1,"(0.43971240520477295, 0.1305934339761734)","(0.4295382797718048, 0.05110382288694382)",1,1,3.385162353515625,3.570587158203125,"(-84.7923355102539, 33.742027282714844, 522.2108764648438)","(-24.782917022705078, 53.2149658203125, 534.7991333007812)","(-20.621129989624023, 176.76593017578125, 53.69575119018555)","(-24.14684295654297, 191.32614135742188, 58.99525833129883)",POINT (0.4346253424882889 0.0908486284315586),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,24,29,156324379347,5584992354,1,1,"(0.44540533423423767, 0.12370259314775467)","(0.42701706290245056, 0.04930592700839043)",1,1,3.38323974609375,3.56292724609375,"(-84.31993103027344, 33.954246520996094, 522.4405517578125)","(-24.254837036132812, 53.23817443847656, 535.0794677734375)","(-18.6483211517334, 178.0281219482422, 54.15518569946289)","(-25.02052879333496, 191.6554718017578, 59.115081787109375)",POINT (0.4362111985683441 0.0865042600780726),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,24,29,156324396018,5585009025,1,1,"(0.44584906101226807, 0.13694645464420319)","(0.4263315200805664, 0.0659949854016304)",1,1,3.402099609375,3.603424072265625,"(-83.95433044433594, 34.22343063354492, 522.8609619140625)","(-23.766878128051758, 53.27798080444336, 535.3002319335938)","(-18.49456024169922, 175.6022491455078, 53.27218246459961)","(-25.258087158203125, 188.5985107421875, 58.00245666503906)",POINT (0.4360902905464172 0.1014707200229168),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
