,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,define.1,complex-seq.1,start.1,end.1,operator1.1,operator2.1,  .1,if.1,>.1,start.2,end.2,'.1,().1,      .1,cons.1,start.3,complex-seq.2,+.1,*.1,start.4,operator2.2,operator2.3,end.3,operator1.2,operator2.4,).1,).2,).3,question,code,choices
0,23,29,82847238254,1034608810,1,1,"(0.47414880990982056, 0.394970566034317)","(0.4489026367664337, 0.32813581824302673)",1,1,2.579574584960937,2.49530029296875,"(-40.9498176574707, -50.03876876831055, 605.85498046875)","(25.18084716796875, -50.78096008300781, 610.9191284179688)","(-10.551896095275879, 128.01620483398438, 35.9522705078125)","(-19.27507781982422, 140.22268676757812, 40.395076751708984)",POINT (0.4615257233381271 0.3615531921386719),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,23,29,82847254922,1034625477,1,1,"(0.4759212136268616, 0.3781301975250244)","(0.4518676996231079, 0.3285652697086334)",1,1,2.580795288085937,2.500640869140625,"(-40.95974349975586, -50.03678894042969, 605.9152221679688)","(25.18981170654297, -50.795616149902344, 611.085693359375)","(-9.939476013183594, 131.09185791015625, 37.07178497314453)","(-18.250581741333008, 140.14425659179688, 40.366519927978516)",POINT (0.4638944566249847 0.3533477336168289),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,23,29,82847271589,1034642144,1,1,"(0.4779660403728485, 0.3823164999485016)","(0.45671382546424866, 0.33830803632736206)",1,1,2.581283569335937,2.48858642578125,"(-40.98455810546875, -50.02283477783203, 605.8299560546875)","(25.17822265625, -50.777366638183594, 611.209716796875)","(-9.232948303222656, 130.32730102539062, 36.7934455871582)","(-16.57613182067871, 138.36483764648438, 39.718963623046875)",POINT (0.4673399329185486 0.3603122681379318),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,23,29,82847288256,1034658810,1,1,"(0.47275009751319885, 0.3844256103038788)","(0.4637601673603058, 0.3523421585559845)",1,1,2.5851287841796875,2.5025787353515625,"(-41.022361755371094, -49.99586486816406, 605.6419677734375)","(25.147907257080078, -50.74810028076172, 611.4597778320312)","(-11.035191535949707, 129.94210815429688, 36.65321350097656)","(-14.141438484191895, 135.80172729492188, 38.78594970703125)",POINT (0.4682551324367523 0.3683838844299316),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,23,29,82847304923,1034675477,1,1,"(0.485210120677948, 0.3818694055080414)","(0.457369863986969, 0.330398291349411)",1,1,2.5929718017578125,2.487701416015625,"(-41.10514831542969, -50.01795196533203, 605.9996337890625)","(25.106822967529297, -50.69647216796875, 611.3817749023438)","(-6.729934215545654, 130.40895080566406, 36.82318115234375)","(-16.34943962097168, 139.80946350097656, 40.24472427368164)",POINT (0.4712899923324585 0.3561338484287262),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,23,29,82847321591,1034692144,1,1,"(0.4743361473083496, 0.3640877902507782)","(0.4624214768409729, 0.32515770196914673)",1,1,2.5806884765625,2.489486694335937,"(-41.15642547607422, -50.0054931640625, 605.9927978515625)","(25.059036254882812, -50.66199493408203, 611.5517578125)","(-10.487165451049805, 133.6565399169922, 38.00516891479492)","(-14.60399341583252, 140.76658630371094, 40.59309005737305)",POINT (0.4683788120746612 0.3446227461099625),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,23,29,82847338264,1034708817,1,1,"(0.47681552171707153, 0.37078261375427246)","(0.44755473732948303, 0.3436206877231598)",1,1,2.5859527587890625,2.504745483398437,"(-41.23965072631836, -49.97393798828125, 605.9205322265625)","(24.975139617919922, -50.59986114501953, 611.2255859375)","(-9.630472183227539, 132.43380737304688, 37.56017303466797)","(-19.740812301635742, 137.3945770263672, 39.365745544433594)",POINT (0.4621851295232773 0.3572016507387161),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,23,29,82847354932,1034725484,1,1,"(0.4788977801799774, 0.3625595271587372)","(0.46319207549095154, 0.3414405584335327)",1,1,2.5989532470703125,2.4937286376953125,"(-41.32731628417969, -49.96359634399414, 606.0521240234375)","(24.901487350463867, -50.55839538574219, 611.520751953125)","(-8.911011695861816, 133.93563842773438, 38.10682678222656)","(-14.337729454040527, 137.79273986816406, 39.51068115234375)",POINT (0.4710449278354645 0.352000042796135),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,23,29,82847371599,1034742151,1,1,"(0.48056426644325256, 0.3786813020706177)","(0.45660892128944397, 0.3339560925960541)",1,1,2.5913543701171875,2.4980010986328125,"(-41.40864562988281, -49.91191101074219, 606.0218505859375)","(24.829221725463867, -50.47211456298828, 611.340576171875)","(-8.33519458770752, 130.99122619628906, 37.03508758544922)","(-16.61237144470215, 139.15968322753906, 40.008201599121094)",POINT (0.4685865938663483 0.3563186973333359),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,23,29,82847388266,1034758817,1,1,"(0.47739773988723755, 0.372588187456131)","(0.45242637395858765, 0.3500560522079468)",1,1,2.5883026123046875,2.508331298828125,"(-41.495853424072266, -49.873069763183594, 605.88671875)","(24.722597122192383, -50.39874267578125, 610.9754028320312)","(-9.429308891296387, 132.10403442382812, 37.44016647338867)","(-18.057546615600586, 136.21923828125, 38.93797302246094)",POINT (0.4649120569229126 0.3613221198320389),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,23,29,82847404933,1034775484,1,1,"(0.4799879789352417, 0.3738272488117218)","(0.4504837691783905, 0.356560617685318)",1,1,2.57647705078125,2.511947631835937,"(-41.586761474609375, -49.86927795410156, 606.1011962890625)","(24.669635772705078, -50.37306213378906, 611.1640625)","(-8.534321784973145, 131.87774658203125, 37.3577766418457)","(-18.728757858276367, 135.03126525878906, 38.505577087402344)",POINT (0.4652358740568161 0.3651939332485199),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,23,29,82847421601,1034792151,1,1,"(0.47494181990623474, 0.3746533989906311)","(0.4538796544075012, 0.3523726463317871)",1,1,2.6021270751953125,2.485870361328125,"(-41.65092849731445, -49.821346282958984, 605.5616455078125)","(24.582481384277344, -50.283424377441406, 610.9025268554688)","(-10.277887344360352, 131.72686767578125, 37.3028564453125)","(-17.555408477783203, 135.796142578125, 38.783966064453125)",POINT (0.464410737156868 0.3635130226612091),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,23,29,82847438267,1034808817,1,1,"(0.4815487265586853, 0.3833032548427582)","(0.4538530111312866, 0.34915342926979065)",1,1,2.598007202148437,2.51043701171875,"(-41.73847961425781, -49.82209014892578, 605.8980102539062)","(24.50067901611328, -50.23086166381836, 610.9930419921875)","(-7.995045185089111, 130.14707946777344, 36.72787094116211)","(-17.564598083496094, 136.38409423828125, 38.997955322265625)",POINT (0.467700868844986 0.3662283420562744),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,23,29,82847454940,1034825489,1,1,"(0.4761601686477661, 0.3785051107406616)","(0.4633537828922272, 0.3367077708244324)",1,1,2.5927734375,2.51544189453125,"(-41.806861877441406, -49.78242492675781, 605.33642578125)","(24.431503295898438, -50.21900939941406, 611.1630249023438)","(-9.856917381286621, 131.0233917236328, 37.04684066772461)","(-14.281850814819336, 138.65713500976562, 39.82526779174805)",POINT (0.4697569757699966 0.357606440782547),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,23,29,82847471607,1034842156,1,1,"(0.47919943928718567, 0.3734299838542938)","(0.45479899644851685, 0.34132060408592224)",1,1,2.5770416259765625,2.5116729736328125,"(-41.913368225097656, -49.80570602416992, 605.6913452148438)","(24.315258026123047, -50.162261962890625, 610.5712890625)","(-8.806778907775879, 131.95030212402344, 37.38419723510742)","(-17.237749099731445, 137.81463623046875, 39.5186882019043)",POINT (0.4669992178678513 0.357375293970108),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,23,29,82847488274,1034858822,1,1,"(0.4762676954269409, 0.3866715729236603)","(0.45777755975723267, 0.33598312735557556)",1,1,2.592636108398437,2.4901275634765625,"(-41.99064636230469, -49.784263610839844, 605.1089477539062)","(24.248451232910156, -50.1524543762207, 610.865234375)","(-9.819768905639648, 129.5319061279297, 36.50395584106445)","(-16.208574295043945, 138.7894744873047, 39.873435974121094)",POINT (0.4670226275920868 0.3613273501396179),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,23,29,82847504941,1034875489,1,1,"(0.4818744361400604, 0.38387441635131836)","(0.45631808042526245, 0.3456287086009979)",1,1,2.58544921875,2.476348876953125,"(-42.12120056152344, -49.83251953125, 605.5211181640625)","(24.11980438232422, -50.11547088623047, 610.43896484375)","(-7.882488250732422, 130.0427703857422, 36.68988800048828)","(-16.712867736816406, 137.02783203125, 39.23228454589844)",POINT (0.4690962582826614 0.3647515624761581),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,23,29,82847521609,1034892156,1,1,"(0.47526925802230835, 0.38629502058029175)","(0.46766287088394165, 0.3448009192943573)",1,1,2.581573486328125,2.5019989013671875,"(-42.2197380065918, -49.849082946777344, 605.1810913085938)","(24.02220916748047, -50.13594055175781, 610.8604736328125)","(-10.16474437713623, 129.60069274902344, 36.528953552246094)","(-12.792954444885254, 137.17901611328125, 39.28730392456055)",POINT (0.471466064453125 0.3655479699373245),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,23,29,82847538275,1034908822,1,1,"(0.48041683435440063, 0.364888072013855)","(0.4539858102798462, 0.33931219577789307)",1,1,2.583236694335937,2.4770965576171875,"(-42.33294677734375, -49.91876220703125, 605.105224609375)","(23.90526008605957, -50.09162902832031, 610.2080078125)","(-8.386146545410156, 133.5103759765625, 37.951988220214844)","(-17.518718719482422, 138.18145751953125, 39.652156829833984)",POINT (0.4672013223171234 0.352100133895874),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,23,29,82847554943,1034925489,1,1,"(0.4768686592578888, 0.3780691623687744)","(0.4687413275241852, 0.352713942527771)",1,1,2.5928955078125,2.5111083984375,"(-42.43964385986328, -49.95592498779297, 605.0723876953125)","(23.78603744506836, -50.071380615234375, 610.4029541015625)","(-9.6121244430542, 131.10301208496094, 37.0758171081543)","(-12.420319557189941, 135.73379516601562, 38.761314392089844)",POINT (0.472804993391037 0.3653915524482727),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,23,29,82847571611,1034942156,1,1,"(0.4765690267086029, 0.3786115050315857)","(0.4551979899406433, 0.3322249948978424)",1,1,2.57373046875,2.49273681640625,"(-42.53559875488281, -49.941123962402344, 604.73291015625)","(23.692779541015625, -49.994598388671875, 609.9977416992188)","(-9.715645790100098, 131.00396728515625, 37.03974533081055)","(-17.099891662597656, 139.475830078125, 40.1233024597168)",POINT (0.4658835083246231 0.355418249964714),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,23,29,82847588278,1034958823,1,1,"(0.4752935469150543, 0.3487538993358612)","(0.4613431394100189, 0.31869927048683167)",1,1,2.5526580810546875,2.4851226806640625,"(-42.63495635986328, -49.91143798828125, 604.8624267578125)","(23.57030487060547, -49.930152893066406, 609.883056640625)","(-10.156351089477539, 136.45704650878906, 39.024566650390625)","(-14.97657299041748, 141.94613647460938, 41.02238845825195)",POINT (0.4683183431625366 0.3337265849113464),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,23,29,82847604946,1034975490,1,1,"(0.4827083945274353, 0.2874581217765808)","(0.46145617961883545, 0.23531198501586914)",1,1,2.571640014648437,2.495147705078125,"(-42.677284240722656, -49.74312210083008, 604.8978271484375)","(23.47655487060547, -49.753997802734375, 610.0960693359375)","(-7.594343662261963, 147.6519317626953, 43.09909439086914)","(-14.937511444091797, 157.17572021484375, 46.565513610839844)",POINT (0.4720822870731354 0.261385053396225),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,23,29,82847621612,1034992156,1,1,"(0.47673311829566956, 0.24670960009098053)","(0.4529462158679962, 0.20195388793945312)",1,1,2.5552215576171875,2.4290008544921875,"(-42.749839782714844, -49.633331298828125, 604.744140625)","(23.331466674804688, -49.62095642089844, 609.590087890625)","(-9.658945083618164, 155.09408569335938, 45.80789566040039)","(-17.87793731689453, 163.2681427001953, 48.782955169677734)",POINT (0.4648396670818329 0.2243317440152168),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,23,29,82847638280,1035008823,1,1,"(0.4757644832134247, 0.2506406009197235)","(0.4591374695301056, 0.20533537864685059)",1,1,2.567352294921875,2.4225616455078125,"(-42.836585998535156, -49.631256103515625, 604.7940673828125)","(23.273456573486328, -49.582969665527344, 609.7806396484375)","(-9.993634223937988, 154.3761749267578, 45.5464973449707)","(-15.73869800567627, 162.65057373046875, 48.558128356933594)",POINT (0.4674509763717651 0.227987989783287),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,23,29,82847654947,1035025490,1,1,"(0.47938981652259827, 0.2608211636543274)","(0.45724180340766907, 0.2079339474439621)",1,1,2.552520751953125,2.428680419921875,"(-42.91785430908203, -49.58793640136719, 604.5997924804688)","(23.208511352539062, -49.532188415527344, 609.619873046875)","(-8.74100399017334, 152.5167999267578, 44.86981201171875)","(-16.393688201904297, 162.1759490966797, 48.385475158691406)",POINT (0.4683158099651337 0.2343775555491447),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,23,29,82847671614,1035042156,1,1,"(0.48018452525138855, 0.25784188508987427)","(0.4557247459888458, 0.22170710563659668)",1,1,2.545745849609375,2.43310546875,"(-42.989402770996094, -49.589691162109375, 604.733154296875)","(23.157089233398438, -49.48381042480469, 609.3756103515625)","(-8.466402053833008, 153.06094360351562, 45.06781768798828)","(-16.91787338256836, 159.66046142578125, 47.46991729736328)",POINT (0.4679546356201172 0.2397744953632355),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,23,29,82847688281,1035058823,1,1,"(0.4821392893791199, 0.25864723324775696)","(0.44935303926467896, 0.2204379141330719)",1,1,2.5573272705078125,2.4141387939453125,"(-43.03459930419922, -49.61725616455078, 604.808349609375)","(23.125396728515625, -49.46944808959961, 609.31591796875)","(-7.790981769561768, 152.9138641357422, 45.01426315307617)","(-19.119464874267578, 159.8922882080078, 47.55421829223633)",POINT (0.4657461643218994 0.2395425736904144),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,23,29,82847704949,1035075490,1,1,"(0.47485071420669556, 0.2436521053314209)","(0.4594811797142029, 0.21274133026599884)",1,1,2.52423095703125,2.388900756835937,"(-43.06309509277344, -49.6243896484375, 604.4986572265625)","(23.09027099609375, -49.4755744934082, 609.4219970703125)","(-10.309365272521973, 155.65252685546875, 46.01106262207031)","(-15.6199369430542, 161.29795837402344, 48.06586837768555)",POINT (0.4671659469604492 0.2281967177987099),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,23,29,82847721623,1035092164,1,1,"(0.47756868600845337, 0.2463849037885666)","(0.46535101532936096, 0.2051815688610077)",1,1,2.51055908203125,2.39556884765625,"(-43.093292236328125, -49.657833099365234, 604.4954833984375)","(23.079551696777344, -49.48893737792969, 609.4846801757812)","(-9.370240211486816, 155.15341186523438, 45.829410552978516)","(-13.591753959655762, 162.67864990234375, 48.56838607788086)",POINT (0.4714598506689072 0.2257832363247871),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,23,29,82847738291,1035108831,1,1,"(0.478011816740036, 0.2504028379917145)","(0.4545908570289612, 0.21328701078891754)",1,1,2.4990692138671875,2.4051666259765625,"(-43.099430084228516, -49.677040100097656, 604.43408203125)","(23.075267791748047, -49.498287200927734, 609.4644775390625)","(-9.21712589263916, 154.41958618164062, 45.56233215332031)","(-17.309656143188477, 161.19830322265625, 48.02957534790039)",POINT (0.4663013368844986 0.231844924390316),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,23,29,82847754958,1035125498,1,1,"(0.4837551414966583, 0.24733377993106842)","(0.46045807003974915, 0.1980649083852768)",1,1,2.511260986328125,2.37451171875,"(-43.12266540527344, -49.70426940917969, 604.4310913085938)","(23.081684112548828, -49.515289306640625, 609.608154296875)","(-7.232667922973633, 154.98011779785156, 45.76631164550781)","(-15.282388687133789, 163.97840881347656, 49.041481018066406)",POINT (0.4721066057682037 0.2226993441581726),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,23,29,82847771625,1035142164,1,1,"(0.4816737473011017, 0.26124003529548645)","(0.46105891466140747, 0.19552546739578247)",1,1,2.48895263671875,2.3470458984375,"(-43.10503387451172, -49.70177459716797, 604.331787109375)","(23.075693130493164, -49.514976501464844, 609.4445190429688)","(-7.951849937438965, 152.44029235839844, 44.84198760986328)","(-15.074782371520996, 164.4422149658203, 49.21025466918945)",POINT (0.4713663309812546 0.2283827513456345),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,23,29,82847788292,1035158831,1,1,"(0.48325315117836, 0.2588314712047577)","(0.45694416761398315, 0.2352737933397293)",1,1,2.47998046875,2.3905181884765625,"(-43.109710693359375, -49.716880798339844, 604.3311157226562)","(23.084697723388672, -49.53712463378906, 609.4642333984375)","(-7.406114101409912, 152.8802032470703, 45.002044677734375)","(-16.496540069580078, 157.1826934814453, 46.56805419921875)",POINT (0.4700986593961716 0.2470526322722435),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,23,29,82847804960,1035175498,1,1,"(0.4792570173740387, 0.2582211494445801)","(0.4552212059497833, 0.21523483097553253)",1,1,2.473480224609375,2.3269805908203125,"(-43.111488342285156, -49.71430206298828, 604.2904663085938)","(23.058151245117188, -49.54229736328125, 609.3831176757812)","(-8.786881446838379, 152.99166870117188, 45.04262924194336)","(-17.09185218811035, 160.8425750732422, 47.900047302246094)",POINT (0.467239111661911 0.2367279902100563),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,23,29,82847821626,1035192164,1,1,"(0.45086440443992615, 0.22129413485527039)","(0.4223034977912903, 0.18974323570728302)",1,1,2.4745635986328125,2.3847198486328125,"(-43.1873779296875, -49.69306945800781, 604.4019165039062)","(22.937625885009766, -49.49927520751953, 609.1859130859375)","(-18.597238540649414, 159.73590087890625, 47.49732208251953)","(-28.465761184692383, 165.49826049804688, 49.594635009765625)",POINT (0.4365839511156082 0.2055186852812767),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,23,29,82847838294,1035208831,1,1,"(0.4462880790233612, 0.21751371026039124)","(0.4225935637950897, 0.19366498291492462)",1,1,2.4638824462890625,2.371124267578125,"(-43.22534942626953, -49.692596435546875, 604.4581298828125)","(22.929454803466797, -49.51585388183594, 609.3509521484375)","(-20.178478240966797, 160.42633056640625, 47.74867248535156)","(-28.36553192138672, 164.78199768066406, 49.33395767211914)",POINT (0.4344408214092255 0.2055893465876579),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,23,29,82847854967,1035225504,1,1,"(0.44060608744621277, 0.2156495451927185)","(0.4160411059856415, 0.1857353299856186)",1,1,2.463607788085937,2.364654541015625,"(-43.21745300292969, -49.677494049072266, 604.5608520507812)","(22.928390502929688, -49.509681701660156, 609.2899780273438)","(-22.141759872436523, 160.7667999267578, 47.8725700378418)","(-30.62958335876465, 166.23025512695312, 49.861045837402344)",POINT (0.4283235967159271 0.2006924375891686),,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
0,23,29,82847871634,1035242170,1,1,"(0.44309669733047485, 0.20893023908138275)","(0.41310757398605347, 0.18138837814331055)",1,1,2.4602508544921875,2.3871612548828125,"(-43.21772003173828, -49.66646194458008, 604.5807495117188)","(22.931610107421875, -49.50941467285156, 609.2484741210938)","(-21.28119659423828, 161.99400329589844, 48.31920623779297)","(-31.643192291259766, 167.02415466308594, 50.15004348754883)",POINT (0.4281021356582642 0.1951593086123466),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
