,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,define.1,question.1,  .1,letrec.1,-----------.1,f.1,lambda.1,x.1,cons.1,if.1,=.1,modulo.1,x.2,3.1,0.1,*.1,x.3,2.1,x.4,lambda.2,().1,f.2,+.1,x.5,1.1,).1,).2,).3,).4,].1,).5,lambda.3,().2,f.3,1.2,).6,).7,).8,question,code,choices
0,32,34,577803015691,2828136095,1,1,"(0.3649657368659973, 0.2308046817779541)","(0.3972959816455841, 0.2616400122642517)",1,1,3.1583251953125,3.0307769775390625,"(-46.59019470214844, -29.707233428955078, 692.728759765625)","(14.7287015914917, -26.003170013427734, 691.6074829101562)","(-48.27741241455078, 157.99893188476562, 46.8651008605957)","(-37.106502532958984, 152.3672637939453, 44.815338134765625)",POINT (0.3811308592557907 0.2462223470211029),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,32,34,577803032358,2828152762,1,1,"(0.36203521490097046, 0.23169101774692535)","(0.3973037302494049, 0.2613716423511505)",1,1,3.141220092773437,3.0233154296875,"(-46.598384857177734, -29.714906692504883, 692.6607055664062)","(14.7024564743042, -26.001747131347656, 691.4900512695312)","(-49.289974212646484, 157.8370361328125, 46.80622482299805)","(-37.10381317138672, 152.41627502441406, 44.83320617675781)",POINT (0.3796694725751877 0.2465313300490379),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,32,34,577803049026,2828169429,1,1,"(0.35763752460479736, 0.2124302238225937)","(0.40046826004981995, 0.24873904883861542)",1,1,3.1045074462890625,2.9998016357421875,"(-46.61746597290039, -29.715717315673828, 692.684814453125)","(14.663914680480957, -25.992900848388672, 691.5576782226562)","(-50.80949020385742, 161.35476684570312, 48.08654022216797)","(-36.0103874206543, 154.72344970703125, 45.672935485839844)",POINT (0.3790528923273086 0.2305846363306046),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,32,34,577803065692,2828186095,1,1,"(0.3607074022293091, 0.2199295163154602)","(0.40435028076171875, 0.25525569915771484)",1,1,3.1105499267578125,2.998779296875,"(-46.65680694580078, -29.704654693603516, 692.732666015625)","(14.629029273986816, -25.97504425048828, 691.7308349609375)","(-49.7487678527832, 159.98513793945312, 47.588050842285156)","(-34.66904830932617, 153.53329467773438, 45.23973083496094)",POINT (0.3825288414955139 0.2375926077365875),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,32,34,577803082360,2828202762,1,1,"(0.3657405376434326, 0.21652892231941223)","(0.40283122658729553, 0.23850135505199432)",1,1,3.1070709228515625,2.970184326171875,"(-46.719879150390625, -29.68674659729004, 692.83056640625)","(14.59859561920166, -25.945823669433594, 691.956787109375)","(-48.00968933105469, 160.60618591308594, 47.81411361694336)","(-35.19392776489258, 156.59323120117188, 46.353477478027344)",POINT (0.3842858821153641 0.2275151386857033),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,32,34,577803099035,2828219437,1,1,"(0.37257105112075806, 0.2040909230709076)","(0.3981584906578064, 0.26934435963630676)",1,1,3.1016998291015625,2.987335205078125,"(-46.7833251953125, -29.66840171813965, 692.888427734375)","(14.564889907836914, -25.903465270996094, 691.97216796875)","(-45.649574279785156, 162.87783813476562, 48.64089584350586)","(-36.8084716796875, 150.96017456054688, 44.3032112121582)",POINT (0.3853647708892822 0.2367176413536072),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,32,34,577803115702,2828236103,1,1,"(0.36682775616645813, 0.21796804666519165)","(0.39954403042793274, 0.2769211232662201)",1,1,3.097076416015625,2.9735565185546875,"(-46.81990432739258, -29.65749168395996, 692.7891845703125)","(14.522470474243164, -25.861888885498047, 691.8414306640625)","(-47.634037017822266, 160.34336853027344, 47.718406677246094)","(-36.32972717285156, 149.5763702392578, 43.79952621459961)",POINT (0.3831858932971954 0.2474445849657059),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,32,34,577803132369,2828252770,1,1,"(0.3587932586669922, 0.21854664385318756)","(0.39796391129493713, 0.2801697552204132)",1,1,3.080230712890625,2.96270751953125,"(-46.84879684448242, -29.65133285522461, 692.6915893554688)","(14.46714973449707, -25.834434509277344, 691.59228515625)","(-50.41015625, 160.23768615722656, 47.67998123168945)","(-36.875701904296875, 148.9830322265625, 43.58360290527344)",POINT (0.3783785849809647 0.2493581995368004),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,32,34,577803149037,2828269437,1,1,"(0.3676534593105316, 0.22133216261863708)","(0.4053910970687866, 0.2652931213378906)",1,1,3.080795288085937,2.9609375,"(-46.92446517944336, -29.653345108032227, 692.8145751953125)","(14.387898445129395, -25.81826400756836, 691.7146606445312)","(-47.348724365234375, 159.72894287109375, 47.494808197021484)","(-34.309425354003906, 151.7000732421875, 44.572509765625)",POINT (0.3865222781896591 0.2433126419782638),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,32,34,577803165703,2828286103,1,1,"(0.37303996086120605, 0.23128651082515717)","(0.38891011476516724, 0.2679252028465271)",1,1,3.0738983154296875,2.994247436523437,"(-47.01618194580078, -29.645336151123047, 692.9078369140625)","(14.336628913879395, -25.81082534790039, 692.1927490234375)","(-45.48756408691406, 157.9109344482422, 46.833065032958984)","(-40.00400924682617, 151.21934509277344, 44.3975715637207)",POINT (0.3809750378131866 0.2496058568358421),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
