,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,define.1,complex-seq.1,start.1,end.1,operator1.1,operator2.1,  .1,if.1,>.1,start.2,end.2,'.1,().1,      .1,cons.1,start.3,complex-seq.2,+.1,*.1,start.4,operator2.2,operator2.3,end.3,operator1.2,operator2.4,).1,).2,).3,question,code,choices
0,34,29,71812481343,2191502020,1,1,"(0.6794931888580322, 0.3229658305644989)","(0.6463976502418518, 0.32004472613334656)",1,1,2.654159545898437,2.4787139892578125,"(-68.45210266113281, 45.789955139160156, 693.7171020507812)","(-4.137091636657715, 46.94889831542969, 700.202880859375)","(62.47168731689453, 141.52882385253906, 40.870506286621094)","(51.00286865234375, 142.06387329101562, 41.065277099609375)",POINT (0.662945419549942 0.3215052783489227),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,34,29,71812498010,2191518687,1,1,"(0.657825231552124, 0.3570483326911926)","(0.6424633264541626, 0.31383541226387024)",1,1,2.681304931640625,2.435272216796875,"(-68.3779067993164, 43.34977722167969, 697.9071655273438)","(-4.055141448974609, 44.1722526550293, 704.3326416015625)","(54.96292495727539, 135.28590393066406, 38.59823989868164)","(49.63947677612305, 143.20126342773438, 41.47920227050781)",POINT (0.6501442790031433 0.3354418724775314),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,34,29,71812514669,2191535345,1,1,"(0.6714500784873962, 0.3022392690181732)","(0.6432245373725891, 0.3209676444530487)",1,1,2.6714630126953125,2.4923553466796875,"(-68.47299194335938, 40.985225677490234, 702.0264892578125)","(-4.138744354248047, 41.55815887451172, 708.56396484375)","(59.68446731567383, 145.3253173828125, 42.252323150634766)","(49.90327835083008, 141.8948211669922, 41.003726959228516)",POINT (0.6573373079299927 0.311603456735611),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,34,29,71812531337,2191552013,1,1,"(0.6660245656967163, 0.30967506766319275)","(0.6487930417060852, 0.3110383152961731)",1,1,2.672958374023437,2.4345245361328125,"(-68.71818542480469, 38.74580764770508, 705.9361572265625)","(-4.386340141296387, 39.12290954589844, 712.5067749023438)","(57.80430221557617, 143.96331787109375, 41.75654983520508)","(51.832984924316406, 143.71360778808594, 41.66570281982422)",POINT (0.6574088037014008 0.3103566914796829),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,34,29,71812548010,2191568685,1,1,"(0.6655577421188354, 0.3190914988517761)","(0.6365435719490051, 0.34253251552581787)",1,1,2.6599884033203125,2.4553680419921875,"(-69.09880065917969, 36.579673767089844, 709.831298828125)","(-4.744431972503662, 36.8642463684082, 716.4349365234375)","(57.642547607421875, 142.23849487304688, 41.1287841796875)","(47.588069915771484, 137.94476318359375, 39.56603240966797)",POINT (0.6510506570339203 0.330812007188797),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,34,29,71812564676,2191585351,1,1,"(0.6648834943771362, 0.2703346908092499)","(0.646880030632019, 0.3256654739379883)",1,1,2.647979736328125,2.47607421875,"(-69.5682373046875, 34.449214935302734, 713.3907470703125)","(-5.2154083251953125, 34.70078659057617, 719.98828125)","(57.40889358520508, 151.1693115234375, 44.37940979003906)","(51.170005798339844, 141.03433227539062, 40.69052505493164)",POINT (0.6558817625045776 0.2980000823736191),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,34,29,71812581342,2191602017,1,1,"(0.6814698576927185, 0.2850005030632019)","(0.6586481332778931, 0.2623145282268524)",1,1,2.62847900390625,2.4128875732421875,"(-70.15959167480469, 32.569602966308594, 716.7720947265625)","(-5.785424709320068, 32.80050277709961, 723.385498046875)","(63.15666961669922, 148.4829864501953, 43.401580810546875)","(55.24811553955078, 152.63839721679688, 44.914066314697266)",POINT (0.6700589954853058 0.2736575156450272),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,34,29,71812598011,2191618685,1,1,"(0.6742500066757202, 0.28195327520370483)","(0.6508723497390747, 0.32493361830711365)",1,1,2.6535797119140625,2.5023651123046875,"(-70.83216857910156, 30.949913024902344, 719.9905395507812)","(-6.43464469909668, 31.189403533935547, 726.43310546875)","(60.65471267700195, 149.04115295410156, 43.6047477722168)","(52.553504943847656, 141.16839599609375, 40.73930358886719)",POINT (0.6625611782073975 0.3034434467554092),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,34,29,71812614677,2191635351,1,1,"(0.6689971089363098, 0.27042803168296814)","(0.6541275978088379, 0.29376205801963806)",1,1,2.657318115234375,2.430206298828125,"(-71.55292510986328, 29.6588077545166, 722.7978515625)","(-7.1247029304504395, 29.99411964416504, 729.1659545898438)","(58.834407806396484, 151.15223693847656, 44.3731575012207)","(53.68157958984375, 146.87811279296875, 42.8174934387207)",POINT (0.6615623533725739 0.2820950448513031),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,34,29,71812631344,2191652018,1,1,"(0.6653780341148376, 0.284923255443573)","(0.6481248140335083, 0.28933027386665344)",1,1,2.691513061523437,2.447906494140625,"(-72.308349609375, 28.711233139038086, 725.54638671875)","(-7.852215766906738, 29.146759033203125, 731.5475463867188)","(57.58026123046875, 148.49713134765625, 43.406776428222656)","(51.60138702392578, 147.68991088867188, 43.112911224365234)",POINT (0.656751424074173 0.2871267646551132),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
