,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,define.1,question.1,  .1,letrec.1,-----------.1,f.1,lambda.1,x.1,cons.1,if.1,=.1,modulo.1,x.2,3.1,0.1,*.1,x.3,2.1,x.4,lambda.2,().1,f.2,+.1,x.5,1.1,).1,).2,).3,).4,].1,).5,lambda.3,().2,f.3,1.2,).6,).7,).8,question,code,choices
0,9,34,181008183086,7174199250,1,1,"(0.4325354993343353, 0.4410760700702667)","(0.5033531188964844, 0.32135942578315735)",1,1,3.3215789794921875,3.2442779541015625,"(-44.167823791503906, -76.35884094238281, 737.4503784179688)","(24.71452522277832, -75.06343078613281, 739.1263427734375)","(-24.93034553527832, 119.59564208984375, 32.88743209838867)","(-0.4610620439052582, 141.4602813720703, 40.845577239990234)",POINT (0.4679443091154098 0.381217747926712),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,9,34,181008199754,7174215917,1,1,"(0.4321519732475281, 0.3994012475013733)","(0.4999205768108368, 0.3399091064929962)",1,1,3.2080535888671875,3.272567749023437,"(-44.18913269042969, -76.35739135742188, 737.552978515625)","(24.69936180114746, -75.05374145507812, 739.1875)","(-25.062868118286133, 127.20699310302734, 35.657772064208984)","(-1.6471055746078491, 138.0724334716797, 39.61247634887695)",POINT (0.4660362750291824 0.3696551769971848),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,9,34,181008216421,7174232584,1,1,"(0.42288485169410706, 0.4342215061187744)","(0.5073468089103699, 0.3423246443271637)",1,1,3.277130126953125,3.312606811523437,"(-44.20662307739258, -76.34474182128906, 737.625244140625)","(24.685806274414062, -75.0491943359375, 739.2173461914062)","(-28.26487922668457, 120.84752655029297, 33.34312057495117)","(0.9188448190689087, 137.6312713623047, 39.45187759399414)",POINT (0.4651158303022385 0.3882730752229691),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,9,34,181008233088,7174249250,1,1,"(0.4446147382259369, 0.3903409540653229)","(0.5012776851654053, 0.3275608420372009)",1,1,3.21600341796875,3.292388916015625,"(-44.22944641113281, -76.33094787597656, 737.789306640625)","(24.67444610595703, -75.04261779785156, 739.2031860351562)","(-20.756677627563477, 128.8617401123047, 36.26003646850586)","(-1.178195834159851, 140.3277130126953, 40.43326950073242)",POINT (0.4729462116956711 0.3589508980512619),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,9,34,181008249755,7174265917,1,1,"(0.42984309792518616, 0.4200596511363983)","(0.49955129623413086, 0.3371313512325287)",1,1,3.262298583984375,3.3050994873046875,"(-44.235252380371094, -76.3177719116211, 737.8189086914062)","(24.669105529785156, -75.03648376464844, 739.17333984375)","(-25.860645294189453, 123.43402099609375, 34.28449630737305)","(-1.7746872901916504, 138.57977294921875, 39.79711151123047)",POINT (0.4646971970796585 0.3785955011844635),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,9,34,181008266423,7174282584,1,1,"(0.41773802042007446, 0.39165347814559937)","(0.49669381976127625, 0.32643911242485046)",1,1,3.185394287109375,3.3076171875,"(-44.2376708984375, -76.2981185913086, 737.7734375)","(24.66766929626465, -75.03043365478516, 739.1732177734375)","(-30.04325294494629, 128.6220245361328, 36.172813415527344)","(-2.7620303630828857, 140.53256225585938, 40.50788116455078)",POINT (0.4572159200906754 0.3590462952852249),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,9,34,181008283089,7174299250,1,1,"(0.4311140477657318, 0.4084564745426178)","(0.49669742584228516, 0.32770052552223206)",1,1,3.2238922119140625,3.341766357421875,"(-44.24123764038086, -76.28001403808594, 737.7271728515625)","(24.66494369506836, -75.01979064941406, 739.1593017578125)","(-25.4215030670166, 125.55316925048828, 35.05582046508789)","(-2.760772943496704, 140.30218505859375, 40.424041748046875)",POINT (0.4639057368040085 0.3680785000324249),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,9,34,181008299757,7174315917,1,1,"(0.4409574866294861, 0.4040808081626892)","(0.49467572569847107, 0.32190263271331787)",1,1,3.2397613525390625,3.2967071533203125,"(-44.24319076538086, -76.258056640625, 737.7584228515625)","(24.661052703857422, -75.00703430175781, 739.1144409179688)","(-22.02033805847168, 126.35234069824219, 35.34669494628906)","(-3.4593300819396973, 141.36111450195312, 40.80940628051758)",POINT (0.4678166061639786 0.3629917204380035),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,9,34,181008316429,7174332589,1,1,"(0.42671167850494385, 0.4169415533542633)","(0.5025762319564819, 0.3135544955730438)",1,1,3.287384033203125,3.293121337890625,"(-44.24095916748047, -76.22384643554688, 737.6827392578125)","(24.65793228149414, -74.98524475097656, 739.1299438476562)","(-26.94261932373047, 124.00348663330078, 34.49178695678711)","(-0.7294897437095642, 142.88577270507812, 41.364356994628906)",POINT (0.4646439552307129 0.3652480244636536),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,9,34,181008333096,7174349256,1,1,"(0.44439589977264404, 0.42613279819488525)","(0.4956938326358795, 0.30902183055877686)",1,1,3.33404541015625,3.3300933837890625,"(-44.241127014160156, -76.17724609375, 737.380859375)","(24.650115966796875, -74.96053314208984, 739.0703125)","(-20.832275390625, 122.3248291015625, 33.88079071044922)","(-3.107550859451294, 143.71359252929688, 41.66572189331055)",POINT (0.4700448662042618 0.367577314376831),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,9,34,181008349764,7174365923,1,1,"(0.44934937357902527, 0.3985788822174072)","(0.49700868129730225, 0.31438344717025757)",1,1,3.32183837890625,3.344467163085937,"(-44.24417495727539, -76.156494140625, 737.395263671875)","(24.645315170288086, -74.91666412353516, 738.9950561523438)","(-19.1207332611084, 127.35719299316406, 35.71244812011719)","(-2.6532349586486816, 142.734375, 41.30926513671875)",POINT (0.4731790274381638 0.3564811646938324),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,9,34,181008366431,7174382590,1,1,"(0.43898719549179077, 0.41502100229263306)","(0.5020848512649536, 0.31015142798423767)",1,1,3.338119506835937,3.32342529296875,"(-44.24357604980469, -76.14830017089844, 737.3343505859375)","(24.639263153076172, -74.90144348144531, 738.9050903320312)","(-22.70112419128418, 124.35425567626953, 34.619468688964844)","(-0.8992974162101746, 143.50729370117188, 41.590606689453125)",POINT (0.4705360233783722 0.3625862151384354),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,9,34,181008383098,7174399256,1,1,"(0.43947529792785645, 0.3999674320220947)","(0.48887962102890015, 0.310158371925354)",1,1,3.298934936523437,3.33447265625,"(-44.240631103515625, -76.11776733398438, 737.1990966796875)","(24.637495040893555, -74.87117767333984, 738.8304443359375)","(-22.53246307373047, 127.10359954833984, 35.62010192871094)","(-5.462026596069336, 143.5060272216797, 41.590145111083984)",POINT (0.4641774594783783 0.3550629019737244),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,9,34,181008399765,7174415923,1,1,"(0.4336301386356354, 0.39352306723594666)","(0.49583330750465393, 0.33577966690063477)",1,1,3.3156890869140625,3.3909912109375,"(-44.2293701171875, -76.11649322509766, 737.23095703125)","(24.643665313720703, -74.863037109375, 738.6944580078125)","(-24.552125930786133, 128.28057861328125, 36.04846954345703)","(-3.059358596801758, 138.82662963867188, 39.88697052001953)",POINT (0.4647317230701446 0.3646513670682907),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,9,34,181008416434,7174432591,1,1,"(0.43449780344963074, 0.3884597718715668)","(0.4898819327354431, 0.3121678829193115)",1,1,3.3051910400390625,3.331573486328125,"(-44.207672119140625, -76.10331726074219, 737.052734375)","(24.660104751586914, -74.86659240722656, 738.6322021484375)","(-24.252323150634766, 129.20530700683594, 36.385108947753906)","(-5.115700721740723, 143.13900756835938, 41.45655822753906)",POINT (0.4621898680925369 0.3503138273954392),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,9,34,181008433099,7174449256,1,1,"(0.43992605805397034, 0.37899038195610046)","(0.4863503873348236, 0.33653903007507324)",1,1,3.2879791259765625,3.3775177001953125,"(-44.17853927612305, -76.08349609375, 736.9503173828125)","(24.68096351623535, -74.86141967773438, 738.5703125)","(-22.376712799072266, 130.9347381591797, 37.01460647583008)","(-6.335945129394531, 138.68797302246094, 39.836456298828125)",POINT (0.463138222694397 0.3577647060155868),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,9,34,181008449772,7174465928,1,1,"(0.44420987367630005, 0.4314148426055908)","(0.49475565552711487, 0.30942094326019287)",1,1,3.42742919921875,3.348373413085937,"(-44.162078857421875, -76.09480285644531, 736.9820556640625)","(24.698244094848633, -74.87355041503906, 738.46337890625)","(-20.896562576293945, 121.36013793945312, 33.52968978881836)","(-3.431708574295044, 143.6407012939453, 41.63916778564453)",POINT (0.4694827646017075 0.3704178929328918),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,9,34,181008466437,7174482593,1,1,"(0.43250778317451477, 0.4192279279232025)","(0.4947356879711151, 0.3193175792694092)",1,1,3.408233642578125,3.3900299072265625,"(-44.14008331298828, -76.10079956054688, 737.166015625)","(24.731937408447266, -74.8826675415039, 738.6107788085938)","(-24.939905166625977, 123.58589935302734, 34.3398323059082)","(-3.4386117458343506, 141.83322143554688, 40.981266021728516)",POINT (0.4636217355728149 0.3692727535963058),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,9,34,181008483105,7174499260,1,1,"(0.4380861818790436, 0.422912061214447)","(0.4994443953037262, 0.34363269805908203)",1,1,3.3739776611328125,3.42901611328125,"(-44.112388610839844, -76.09593963623047, 737.2157592773438)","(24.768953323364258, -74.88732147216797, 738.51806640625)","(-23.012449264526367, 122.91305541992188, 34.09490966796875)","(-1.8116405010223389, 137.39239501953125, 39.364925384521484)",POINT (0.4687652885913849 0.3832723796367645),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,9,34,181008499773,7174515928,1,1,"(0.43897467851638794, 0.4064350426197052)","(0.4855581223964691, 0.32620471715927124)",1,1,3.371673583984375,3.416610717773437,"(-44.084938049316406, -76.07215881347656, 737.1736450195312)","(24.800519943237305, -74.87212371826172, 738.5007934570312)","(-22.7054443359375, 125.92236328125, 35.190208435058594)","(-6.609677314758301, 140.57537841796875, 40.523460388183594)",POINT (0.4622664004564285 0.3663198798894882),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,9,34,181008516439,7174532593,1,1,"(0.44680872559547424, 0.39934638142585754)","(0.49061983823776245, 0.34225064516067505)",1,1,3.385345458984375,3.4406280517578125,"(-44.05744171142578, -76.04489135742188, 736.9664916992188)","(24.826007843017578, -74.87073516845703, 738.6043701171875)","(-19.998586654663086, 127.21703338623047, 35.661376953125)","(-4.860732078552246, 137.64479064941406, 39.456825256347656)",POINT (0.4687142819166184 0.3707985132932663),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,9,34,181008533107,7174549261,1,1,"(0.5141773819923401, 0.4125877916812897)","(0.5539068579673767, 0.41610538959503174)",1,1,3.421661376953125,3.442413330078125,"(-43.858768463134766, -76.08853912353516, 736.1019287109375)","(24.899324417114258, -74.88035583496094, 738.311279296875)","(3.278986930847168, 124.79865264892578, 34.781192779541016)","(17.00653648376465, 124.15620422363281, 34.54738998413086)",POINT (0.5340421199798584 0.4143465906381607),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,9,34,181008549774,7174565927,1,1,"(0.5149750709533691, 0.4339827001094818)","(0.5488355755805969, 0.4077852666378021)",1,1,3.5171356201171875,3.443359375,"(-43.86149597167969, -76.08229064941406, 736.252197265625)","(24.924190521240234, -74.83781433105469, 738.21826171875)","(3.554616689682007, 120.89114379882812, 33.3589973449707)","(15.254264831542969, 125.67575073242188, 35.10047912597656)",POINT (0.531905323266983 0.420883983373642),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
