,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,define.1,complex-seq.1,start.1,end.1,operator1.1,operator2.1,  .1,if.1,>.1,start.2,end.2,'.1,().1,      .1,cons.1,start.3,complex-seq.2,+.1,*.1,start.4,operator2.2,operator2.3,end.3,operator1.2,operator2.4,).1,).2,).3,question,code,choices
0,52,29,415093290305,4037731097,1,1,"(0.470853716135025, 0.6167204976081848)","(0.42861703038215637, 0.563388466835022)",1,1,2.9358367919921875,2.9394989013671875,"(-73.43775939941406, 11.94754409790039, 608.0995483398438)","(-10.348798751831055, 14.821739196777344, 606.66796875)","(-9.82951545715332, 87.72140502929688, 21.286222457885742)","(-24.466089248657227, 97.49030303955078, 24.8417911529541)",POINT (0.4497353732585907 0.5900544822216034),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,52,29,415093306973,4037747764,1,1,"(0.47048839926719666, 0.622613251209259)","(0.43644046783447266, 0.5831997394561768)",1,1,2.9390411376953125,2.907867431640625,"(-73.47212982177734, 11.917947769165039, 608.30126953125)","(-10.376380920410156, 14.811307907104492, 606.820068359375)","(-9.956114768981934, 86.64201354980469, 20.89335823059082)","(-21.754972457885742, 93.8614501953125, 23.520971298217773)",POINT (0.4534644335508347 0.6029064953327179),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,52,29,415093323639,4037764430,1,1,"(0.465851753950119, 0.6167522668838501)","(0.4387715756893158, 0.6143101453781128)",1,1,2.9475860595703125,2.855209350585937,"(-73.52461242675781, 11.882987976074219, 608.4569091796875)","(-10.422619819641113, 14.790374755859375, 606.6961669921875)","(-11.56289005279541, 87.71559143066406, 21.28408432006836)","(-20.94716453552246, 88.16290283203125, 21.44692039489746)",POINT (0.4523116648197174 0.6155312061309814),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,52,29,415093340311,4037781101,1,1,"(0.46137741208076477, 0.6110903024673462)","(0.44210630655288696, 0.6148821711540222)",1,1,2.961181640625,2.8726348876953125,"(-73.574462890625, 11.87126350402832, 608.6353759765625)","(-10.482632637023926, 14.7898530960083, 606.8470458984375)","(-13.113414764404297, 88.752685546875, 21.661561965942383)","(-19.79155158996582, 88.05813598632812, 21.408742904663086)",POINT (0.4517418593168259 0.6129862368106842),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,52,29,415093356978,4037797768,1,1,"(0.4660252332687378, 0.62699294090271)","(0.44165727496147156, 0.6167901754379272)",1,1,2.950103759765625,2.8825225830078125,"(-73.61354064941406, 11.860063552856445, 608.7218627929688)","(-10.54336929321289, 14.797795295715332, 607.2325439453125)","(-11.502772331237793, 85.83979034423828, 20.601367950439453)","(-19.94716453552246, 87.70862579345703, 21.281587600708008)",POINT (0.4538412541151047 0.6218915581703186),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,52,29,415093373645,4037814434,1,1,"(0.45250821113586426, 0.6298438906669617)","(0.4408290684223175, 0.6129298210144043)",1,1,2.97601318359375,2.884994506835937,"(-73.68473815917969, 11.87739086151123, 609.0853271484375)","(-10.600008010864258, 14.806234359741211, 607.3020629882812)","(-16.186918258666992, 85.31756591796875, 20.411319732666016)","(-20.23417091369629, 88.41575622558594, 21.538925170898438)",POINT (0.4466686397790909 0.621386855840683),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,52,29,415093390312,4037831101,1,1,"(0.44785812497138977, 0.6368837952613831)","(0.43639814853668213, 0.6317576169967651)",1,1,2.993560791015625,2.912017822265625,"(-73.74203491210938, 11.895425796508789, 609.3146362304688)","(-10.667154312133789, 14.821185111999512, 607.330078125)","(-17.798337936401367, 84.0280532836914, 19.94196128845215)","(-21.76964569091797, 84.96703338623047, 20.2836971282959)",POINT (0.442128136754036 0.6343207061290741),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,52,29,415093406978,4037847767,1,1,"(0.4517015516757965, 0.6368299722671509)","(0.43847036361694336, 0.6247105598449707)",1,1,3.013778686523437,2.908432006835937,"(-73.78152465820312, 11.907624244689941, 609.4638671875)","(-10.718960762023926, 14.829710006713867, 607.51220703125)","(-16.46643829345703, 84.03791809082031, 19.945507049560547)","(-21.051538467407227, 86.25784301757812, 20.753511428833008)",POINT (0.4450859576463699 0.6307702660560608),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,52,29,415093423646,4037864434,1,1,"(0.44885003566741943, 0.6431320309638977)","(0.43844473361968994, 0.6217344403266907)",1,1,3.0283966064453125,2.9060516357421875,"(-73.793701171875, 11.919894218444824, 609.460693359375)","(-10.748574256896973, 14.832502365112305, 607.5621948242188)","(-17.45460319519043, 82.88357543945312, 19.52536964416504)","(-21.060415267944336, 86.80298614501953, 20.95195198059082)",POINT (0.4436473846435547 0.6324332356452942),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,52,29,415093440313,4037881101,1,1,"(0.45582112669944763, 0.6403604745864868)","(0.4339140057563782, 0.6230059862136841)",1,1,3.0014190673828125,2.94647216796875,"(-73.79225158691406, 11.933110237121582, 609.481689453125)","(-10.748810768127441, 14.834515571594238, 607.7359619140625)","(-15.038861274719238, 83.39122772216797, 19.710172653198242)","(-22.63048553466797, 86.5700912475586, 20.867143630981445)",POINT (0.4448675662279129 0.6316832304000854),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,52,29,415093456980,4037897767,1,1,"(0.4822019338607788, 0.6089862585067749)","(0.46022090315818787, 0.5987325310707092)",1,1,3.0222320556640625,2.9433746337890625,"(-73.70100402832031, 11.985591888427734, 609.470947265625)","(-10.673215866088867, 14.867152214050293, 607.9224243164062)","(-5.896960735321045, 89.13809204101562, 21.801851272583008)","(-13.514183044433594, 91.01627349853516, 22.485443115234375)",POINT (0.4712114185094833 0.6038593947887421),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,52,29,415093473651,4037914438,1,1,"(0.4897496998310089, 0.6086485385894775)","(0.45861703157424927, 0.6070051193237305)",1,1,3.02978515625,2.9765625,"(-73.65364074707031, 12.037906646728516, 609.5767822265625)","(-10.611326217651367, 14.88448715209961, 607.96533203125)","(-3.281367778778076, 89.199951171875, 21.82438087463379)","(-14.069979667663574, 89.50096130371094, 21.933927536010742)",POINT (0.4741833657026291 0.607826828956604),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
