,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,define.1,question.1,  .1,letrec.1,-----------.1,f.1,lambda.1,x.1,cons.1,if.1,=.1,modulo.1,x.2,3.1,0.1,*.1,x.3,2.1,x.4,lambda.2,().1,f.2,+.1,x.5,1.1,).1,).2,).3,).4,].1,).5,lambda.3,().2,f.3,1.2,).6,).7,).8,question,code,choices
0,13,34,408784695809,2941515721,1,1,"(0.40316635370254517, 0.5780457854270935)","(0.4228990375995636, 0.6271446943283081)",1,1,2.4022369384765625,2.441375732421875,"(-54.62751770019531, 32.16545104980469, 546.9895629882812)","(6.877384185791016, 24.626039505004883, 547.4830932617188)","(-35.07813262939453, 94.5799331665039, 23.78246307373047)","(-28.259984970092773, 85.61266326904297, 20.51866912841797)",POINT (0.4130326956510544 0.6025952398777008),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,13,34,408784712477,2941532388,1,1,"(0.41169023513793945, 0.5768701434135437)","(0.4299558699131012, 0.615561842918396)",1,1,2.373992919921875,2.426025390625,"(-54.68381881713867, 32.1220703125, 546.8536987304688)","(6.827550888061523, 24.629295349121094, 547.3753662109375)","(-32.132911682128906, 94.79464721679688, 23.860639572143555)","(-25.821672439575195, 87.7281265258789, 21.28859519958496)",POINT (0.4208230525255203 0.5962159931659698),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,13,34,408784729143,2941549054,1,1,"(0.4076530933380127, 0.5815619826316833)","(0.4203547239303589, 0.6333016157150269)",1,1,2.4167633056640625,2.4709625244140625,"(-54.76427459716797, 32.04294204711914, 546.74072265625)","(6.761724948883057, 24.620277404785156, 547.169677734375)","(-33.52783966064453, 93.93773651123047, 23.54875373840332)","(-29.139110565185547, 84.4881820678711, 20.109394073486328)",POINT (0.4140039086341858 0.6074317991733551),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,13,34,408784745811,2941565721,1,1,"(0.40356701612472534, 0.580536961555481)","(0.42453068494796753, 0.624995231628418)",1,1,2.43023681640625,2.4359283447265625,"(-54.86793899536133, 31.951818466186523, 546.5866088867188)","(6.670471668243408, 24.610759735107422, 547.071533203125)","(-34.9396858215332, 94.12495422363281, 23.616905212402344)","(-27.69621467590332, 86.0052490234375, 20.661540985107422)",POINT (0.4140488505363464 0.6027660965919495),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,13,34,408784762478,2941582388,1,1,"(0.4085351526737213, 0.5864884853363037)","(0.42380765080451965, 0.6278271675109863)",1,1,2.4180145263671875,2.458602905273437,"(-54.988975524902344, 31.829784393310547, 546.357421875)","(6.558401107788086, 24.582901000976562, 546.8169555664062)","(-33.22307586669922, 93.0379867553711, 23.22125816345215)","(-27.94603729248047, 85.48802185058594, 20.47330665588379)",POINT (0.4161714017391205 0.607157826423645),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,13,34,408784779153,2941599062,1,1,"(0.39913642406463623, 0.5952330827713013)","(0.42147180438041687, 0.6256365776062012)",1,1,2.453216552734375,2.464263916015625,"(-55.142616271972656, 31.723339080810547, 546.220703125)","(6.421599864959717, 24.56794548034668, 546.63671875)","(-36.4705810546875, 91.44091033935547, 22.63996696472168)","(-28.753124237060547, 85.88809204101562, 20.618959426879883)",POINT (0.4103041142225266 0.6104348301887512),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,13,34,408784795820,2941615729,1,1,"(0.40396106243133545, 0.5906321406364441)","(0.42136260867118835, 0.6214169859886169)",1,1,2.4539337158203125,2.4591522216796875,"(-55.31226348876953, 31.602785110473633, 546.066650390625)","(6.269106388092041, 24.558250427246094, 546.3577270507812)","(-34.80353546142578, 92.28120422363281, 22.945812225341797)","(-28.790863037109375, 86.65876770019531, 20.899398803710938)",POINT (0.4126618355512619 0.6060245633125305),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,13,34,408784812488,2941632396,1,1,"(0.4086145758628845, 0.5859741568565369)","(0.4144470989704132, 0.6269063949584961)",1,1,2.41455078125,2.446258544921875,"(-55.478233337402344, 31.507369995117188, 545.792236328125)","(6.103713035583496, 24.566192626953125, 546.0379028320312)","(-33.195621490478516, 93.13192749023438, 23.25545310974121)","(-31.180341720581055, 85.65619659423828, 20.53450584411621)",POINT (0.4115308374166489 0.6064402759075165),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,13,34,408784829154,2941649063,1,1,"(0.40448424220085144, 0.5914233326911926)","(0.415485143661499, 0.6186819076538086)",1,1,2.450286865234375,2.447982788085937,"(-55.66112518310547, 31.409507751464844, 545.6361694335938)","(5.945546627044678, 24.580276489257812, 545.784423828125)","(-34.62277603149414, 92.1366958618164, 22.89324188232422)","(-30.821678161621094, 87.15829467773438, 21.081199645996094)",POINT (0.4099846929311752 0.6050526201725006),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,13,34,408784845821,2941665729,1,1,"(0.4068527817726135, 0.5770091414451599)","(0.41448479890823364, 0.6345654129981995)",1,1,2.4268035888671875,2.48114013671875,"(-55.82909393310547, 31.329875946044922, 545.3893432617188)","(5.78129768371582, 24.60603904724121, 545.5719604492188)","(-33.804378509521484, 94.76925659179688, 23.851394653320312)","(-31.167308807373047, 84.25735473632812, 20.025402069091797)",POINT (0.4106687903404236 0.6057872772216797),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
