,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,define.1,complex-seq.1,start.1,end.1,operator1.1,operator2.1,  .1,if.1,>.1,start.2,end.2,'.1,().1,      .1,cons.1,start.3,complex-seq.2,+.1,*.1,start.4,operator2.2,operator2.3,end.3,operator1.2,operator2.4,).1,).2,).3,question,code,choices
0,26,29,2156553252,2318963991,1,1,"(0.49201756715774536, 0.3651770055294037)","(0.49492210149765015, 0.3014545738697052)",1,1,3.4662322998046875,3.23638916015625,"(-74.80134582519531, -18.86317253112793, 651.22314453125)","(-10.01837158203125, -15.205010414123535, 655.5184936523438)","(-2.4954710006713867, 133.79693603515625, 38.05634307861328)","(-1.488945722579956, 145.4690704345703, 42.304649353027344)",POINT (0.4934698343276978 0.3333157896995544),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
0,26,29,2156569923,2318980661,1,1,"(0.4955862760543823, 0.3646562993526459)","(0.4928882420063019, 0.3156019151210785)",1,1,3.4701690673828125,3.2629852294921875,"(-74.98172760009766, -18.67416763305664, 651.1798095703125)","(-10.192668914794922, -15.028374671936035, 655.5250244140625)","(-1.2587993144989014, 133.89231872558594, 38.091041564941406)","(-2.1937601566314697, 142.877685546875, 41.36143112182617)",POINT (0.4942372590303421 0.3401291072368622),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
0,26,29,2156586590,2318997328,1,1,"(0.49379321932792664, 0.3684234619140625)","(0.49316322803497314, 0.3022986054420471)",1,1,3.4707794189453125,3.233139038085937,"(-75.194091796875, -18.50213050842285, 651.1893310546875)","(-10.400760650634766, -14.863517761230469, 655.5181274414062)","(-1.8801575899124146, 133.20230102539062, 37.83988571166992)","(-2.098464012145996, 145.31446838378906, 42.248390197753906)",POINT (0.4934782236814499 0.3353610336780548),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
0,26,29,2156603257,2319013994,1,1,"(0.4982722997665405, 0.3663709759712219)","(0.4903942346572876, 0.2952549457550049)",1,1,3.4661407470703125,3.2127838134765625,"(-75.42803955078125, -18.27829360961914, 651.1693725585938)","(-10.632416725158691, -14.647625923156738, 655.5458374023438)","(-0.32799169421195984, 133.5782470703125, 37.97673797607422)","(-3.058021306991577, 146.6046600341797, 42.717933654785156)",POINT (0.4943332672119141 0.3308129608631134),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
0,26,29,2156619923,2319030660,1,1,"(0.4916028678417206, 0.35979753732681274)","(0.4942969083786011, 0.27017778158187866)",1,1,3.4455108642578125,3.185043334960937,"(-75.70027160644531, -18.08256721496582, 651.176513671875)","(-10.90053653717041, -14.448692321777344, 655.500732421875)","(-2.639192581176758, 134.78228759765625, 38.41501235961914)","(-1.7056095600128174, 151.19805908203125, 44.38984680175781)",POINT (0.4929498881101608 0.3149876594543457),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
0,26,29,2156636591,2319047327,1,1,"(0.49919286370277405, 0.36563563346862793)","(0.4910918176174164, 0.30878278613090515)",1,1,3.4640350341796875,3.2449493408203125,"(-75.99729919433594, -17.850547790527344, 651.141357421875)","(-11.199420928955078, -14.209603309631348, 655.39501953125)","(-0.00897663738578558, 133.7129364013672, 38.025787353515625)","(-2.8162896633148193, 144.12673950195312, 41.816070556640625)",POINT (0.4951423406600952 0.3372092097997665),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
0,26,29,2156653258,2319063994,1,1,"(0.49164193868637085, 0.3531467616558075)","(0.4974283277988434, 0.28469371795654297)",1,1,3.435821533203125,3.1818389892578125,"(-76.29627990722656, -17.63504409790039, 651.1531982421875)","(-11.511630058288574, -13.991630554199219, 655.5970458984375)","(-2.6256535053253174, 136.00054931640625, 38.85839080810547)","(-0.6204653382301331, 148.53916931152344, 43.42208480834961)",POINT (0.4945351332426071 0.3189202398061752),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
0,26,29,2156669926,2319080661,1,1,"(0.49572688341140747, 0.36439430713653564)","(0.49061742424964905, 0.3030165135860443)",1,1,3.4552154541015625,3.2198486328125,"(-76.64314270019531, -17.412256240844727, 651.2139282226562)","(-11.850377082824707, -13.742788314819336, 655.5604858398438)","(-1.2100647687911987, 133.9403076171875, 38.1085205078125)","(-2.980691909790039, 145.18296813964844, 42.20050048828125)",POINT (0.4931721538305283 0.33370541036129),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
0,26,29,2156686592,2319097327,1,1,"(0.4945458173751831, 0.3605864644050598)","(0.4846259653568268, 0.30297747254371643)",1,1,3.4357452392578125,3.2397003173828125,"(-76.9760971069336, -17.20261001586914, 651.277587890625)","(-12.18143081665039, -13.501569747924805, 655.7374267578125)","(-1.6193408966064453, 134.63780212402344, 38.362396240234375)","(-5.056942939758301, 145.1901092529297, 42.203121185302734)",POINT (0.4895858913660049 0.3317819684743881),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
0,26,29,2156703266,2319114000,1,1,"(0.49295732378959656, 0.34642356634140015)","(0.49562790989875793, 0.2996766269207001)",1,1,3.40606689453125,3.208724975585937,"(-77.31210327148438, -16.982275009155273, 651.2437744140625)","(-12.535018920898438, -13.237099647521973, 655.8297729492188)","(-2.169825553894043, 137.23204040527344, 39.30657196044922)","(-1.2443538904190063, 145.79473876953125, 42.42314910888672)",POINT (0.4942926168441772 0.3230500966310501),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
