,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,define.1,question.1,  .1,letrec.1,-----------.1,f.1,lambda.1,x.1,cons.1,if.1,=.1,modulo.1,x.2,3.1,0.1,*.1,x.3,2.1,x.4,lambda.2,().1,f.2,+.1,x.5,1.1,).1,).2,).3,).4,].1,).5,lambda.3,().2,f.3,1.2,).6,).7,).8,question,code,choices
0,45,34,78339966143,8718795822,1,1,"(0.47730308771133423, 0.44836992025375366)","(0.45740020275115967, 0.37650227546691895)",1,1,3.1162567138671875,3.400543212890625,"(-50.662357330322266, 12.149274826049805, 578.8197631835938)","(8.939861297607422, 9.19607162475586, 586.7315673828125)","(-9.462024688720703, 118.26351928710938, 32.402591705322266)","(-16.338956832885742, 131.38919067382812, 37.179954528808594)",POINT (0.467351645231247 0.4124360978603363),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,45,34,78339982810,8718812489,1,1,"(0.4898775815963745, 0.4643729329109192)","(0.45246800780296326, 0.366041362285614)",1,1,3.115936279296875,3.390380859375,"(-50.84170913696289, 12.209321022033691, 578.8865966796875)","(8.762943267822266, 9.256512641906738, 586.8215942382812)","(-5.117205619812012, 115.34078979492188, 31.338787078857422)","(-18.043155670166016, 133.29974365234375, 37.87531661987305)",POINT (0.4711727946996689 0.4152071475982666),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,45,34,78339999477,8718829155,1,1,"(0.48814842104911804, 0.4588813781738281)","(0.45398765802383423, 0.379476398229599)",1,1,3.1078033447265625,3.4126129150390625,"(-51.03437042236328, 12.274763107299805, 578.9761962890625)","(8.583881378173828, 9.372051239013672, 586.8922119140625)","(-5.714677333831787, 116.3437271118164, 31.703874588012695)","(-17.518083572387695, 130.8459930419922, 36.982261657714844)",POINT (0.4710680395364761 0.4191788882017136),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,45,34,78340016145,8718845823,1,1,"(0.4864230155944824, 0.45079144835472107)","(0.457246869802475, 0.36490485072135925)",1,1,3.0869598388671875,3.421127319335937,"(-51.24127197265625, 12.342007637023926, 578.9246215820312)","(8.375258445739746, 9.492053985595703, 586.925537109375)","(-6.310851097106934, 117.82125854492188, 32.241634368896484)","(-16.391939163208008, 133.50729370117188, 37.95090103149414)",POINT (0.4718349426984787 0.4078481495380402),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,45,34,78340032812,8718862489,1,1,"(0.48503875732421875, 0.4443662464618683)","(0.4572995901107788, 0.35840219259262085)",1,1,3.0587310791015625,3.398162841796875,"(-51.45281219482422, 12.445001602172852, 578.9859008789062)","(8.169614791870117, 9.641408920288086, 586.8538818359375)","(-6.7891411781311035, 118.99473571777344, 32.66872787475586)","(-16.37372589111328, 134.69493103027344, 38.38314437866211)",POINT (0.4711691737174988 0.4013842195272446),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,45,34,78340049478,8718879155,1,1,"(0.4869208037853241, 0.4462911784648895)","(0.456648051738739, 0.38507476449012756)",1,1,3.1143035888671875,3.4395294189453125,"(-51.67289733886719, 12.524362564086914, 578.97705078125)","(7.961309432983398, 9.780092239379883, 586.91552734375)","(-6.138854026794434, 118.6431655883789, 32.54079055786133)","(-16.598846435546875, 129.82351684570312, 36.61011505126953)",POINT (0.4717844277620316 0.4156829714775085),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,45,34,78340066147,8718895823,1,1,"(0.48915255069732666, 0.4442616403102875)","(0.4619874358177185, 0.37261882424354553)",1,1,3.077392578125,3.4285430908203125,"(-51.898284912109375, 12.633991241455078, 578.8475952148438)","(7.748188495635986, 9.91574764251709, 586.833740234375)","(-5.3677191734313965, 119.01383209228516, 32.67572784423828)","(-14.753959655761719, 132.0984344482422, 37.43811798095703)",POINT (0.4755699932575226 0.4084402322769165),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,45,34,78340082813,8718912489,1,1,"(0.490517795085907, 0.4486338496208191)","(0.45917484164237976, 0.371270090341568)",1,1,3.1256256103515625,3.4349517822265625,"(-52.101287841796875, 12.718929290771484, 578.91650390625)","(7.567091941833496, 10.039444923400879, 586.694580078125)","(-4.895986080169678, 118.21531677246094, 32.385047912597656)","(-15.725778579711914, 132.34478759765625, 37.52776336669922)",POINT (0.4748463183641434 0.4099519699811935),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,45,34,78340099483,8718929158,1,1,"(0.48693063855171204, 0.45975521206855774)","(0.4620181918144226, 0.3642522692680359)",1,1,3.1304473876953125,3.4293212890625,"(-52.26373291015625, 12.823179244995117, 578.75927734375)","(7.411971092224121, 10.163793563842773, 586.421630859375)","(-6.135449409484863, 116.18415069580078, 31.645771026611328)","(-14.743334770202637, 133.62649536132812, 37.9942741394043)",POINT (0.4744744151830673 0.4120037406682968),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,45,34,78340116150,8718945825,1,1,"(0.48825496435165405, 0.451764315366745)","(0.4569501578807831, 0.3681628108024597)",1,1,3.113265991210937,3.442733764648437,"(-52.39064407348633, 12.882898330688477, 578.65185546875)","(7.282802104949951, 10.26392936706543, 586.5570068359375)","(-5.677865028381348, 117.6435775756836, 32.176963806152344)","(-16.494455337524414, 132.9122772216797, 37.73432922363281)",POINT (0.4726025611162186 0.4099635630846024),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
