,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,define.1,complex-seq.1,start.1,end.1,operator1.1,operator2.1,  .1,if.1,>.1,start.2,end.2,'.1,().1,      .1,cons.1,start.3,complex-seq.2,+.1,*.1,start.4,operator2.2,operator2.3,end.3,operator1.2,operator2.4,).1,).2,).3,question,code,choices
0,40,29,3381302287,3467148714,1,1,"(0.509141206741333, 0.7089582681655884)","(0.5048655271530151, 0.6467903852462769)",1,1,3.4044952392578125,3.389556884765625,"(-48.671871185302734, -77.15415954589844, 701.9215698242188)","(10.101829528808594, -77.4935531616211, 702.6582641601562)","(3.4384894371032715, 70.82609558105469, 15.136810302734375)","(1.9568040370941162, 82.2134780883789, 19.281448364257812)",POINT (0.5070033669471741 0.6778743267059326),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,40,29,3381318954,3467165380,1,1,"(0.5033403635025024, 0.7163573503494263)","(0.5080006718635559, 0.6509063839912415)",1,1,3.3941650390625,3.382568359375,"(-48.715492248535156, -77.16146850585938, 701.9290771484375)","(10.060154914855957, -77.49195861816406, 702.7008056640625)","(1.4282913208007812, 69.47078704833984, 14.643525123596191)","(3.0432474613189697, 81.45953369140625, 19.00708770751953)",POINT (0.5056705176830292 0.6836318671703339),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,40,29,3381335621,3467182047,1,1,"(0.4996170699596405, 0.7116912007331848)","(0.4993271231651306, 0.650610089302063)",1,1,3.37176513671875,3.3809051513671875,"(-48.77776336669922, -77.17872619628906, 702.194580078125)","(10.014111518859863, -77.49285125732422, 702.8108520507812)","(0.138017937541008, 70.32550811767578, 14.954604148864746)","(0.037546221166849136, 81.5137939453125, 19.026878356933594)",POINT (0.4994720965623856 0.6811506450176239),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,40,29,3381352288,3467198713,1,1,"(0.5018418431282043, 0.7212112545967102)","(0.4920099973678589, 0.6456987261772156)",1,1,3.3773956298828125,3.3773651123046875,"(-48.82056427001953, -77.16984558105469, 702.092529296875)","(9.962255477905273, -77.49089050292969, 702.77197265625)","(0.9089967012405396, 68.58169555664062, 14.319945335388184)","(-2.498089075088501, 82.41341400146484, 19.3542423248291)",POINT (0.4969259202480316 0.6834549903869629),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,40,29,3381368961,3467215386,1,1,"(0.49459201097488403, 0.7134133577346802)","(0.5032185912132263, 0.6387298703193665)",1,1,3.3777313232421875,3.3497467041015625,"(-48.86173629760742, -77.18001556396484, 702.1683959960938)","(9.9193696975708, -77.50104522705078, 702.8276977539062)","(-1.603337049484253, 70.01004028320312, 14.839836120605469)","(1.3860712051391602, 83.68992614746094, 19.81886100769043)",POINT (0.4989053010940552 0.6760716140270233),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,40,29,3381385629,3467232053,1,1,"(0.5060345530509949, 0.7310353517532349)","(0.5052757263183594, 0.6488546133041382)",1,1,3.3594512939453125,3.358367919921875,"(-48.896358489990234, -77.18479919433594, 702.2465209960938)","(9.880870819091797, -77.50865173339844, 702.8832397460938)","(2.3619039058685303, 66.7822036743164, 13.66496467590332)","(2.0989487171173096, 81.83536529541016, 19.14385223388672)",POINT (0.5056551396846771 0.6899449825286865),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,40,29,3381402295,3467248719,1,1,"(0.4989752173423767, 0.7167335748672485)","(0.5121010541915894, 0.6499680280685425)",1,1,3.3562469482421875,3.3433990478515625,"(-48.93304443359375, -77.18930053710938, 702.1859130859375)","(9.842582702636719, -77.5152816772461, 702.9393310546875)","(-0.08439656347036362, 69.40186309814453, 14.618474006652832)","(4.464198112487793, 81.63140106201172, 19.069671630859375)",POINT (0.505538135766983 0.6833508014678955),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,40,29,3381418963,3467265386,1,1,"(0.5067157745361328, 0.7123815417289734)","(0.5053045749664307, 0.6447420120239258)",1,1,3.3458709716796875,3.352157592773437,"(-48.96942138671875, -77.19001770019531, 702.16650390625)","(9.809967041015625, -77.51868438720703, 702.980712890625)","(2.5979785919189453, 70.19904327392578, 14.90860652923584)","(2.108957052230835, 82.58865356445312, 19.418066024780273)",POINT (0.5060101747512817 0.6785617768764496),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,40,29,3381435630,3467282053,1,1,"(0.4995150864124298, 0.7098264694213867)","(0.4965866208076477, 0.6524929404258728)",1,1,3.3496856689453125,3.3431854248046875,"(-49.01652145385742, -77.20747375488281, 702.2694702148438)","(9.76861572265625, -77.52711486816406, 703.0361328125)","(0.10268805176019669, 70.66705322265625, 15.07895278930664)","(-0.9121352434158325, 81.16889953613281, 18.90135383605957)",POINT (0.4980508536100388 0.6811597049236298),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,40,29,3381452297,3467298719,1,1,"(0.5006218552589417, 0.7139058709144592)","(0.49585971236228943, 0.6470005512237549)",1,1,3.337005615234375,3.32281494140625,"(-49.067420959472656, -77.2206802368164, 702.3037109375)","(9.721250534057617, -77.52938842773438, 703.0240478515625)","(0.48622170090675354, 69.91983795166016, 14.806961059570312)","(-1.1640288829803467, 82.17498016357422, 19.267438888549805)",POINT (0.4982407838106155 0.6804532110691071),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
