,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,define.1,complex-seq.1,start.1,end.1,operator1.1,operator2.1,  .1,if.1,>.1,start.2,end.2,'.1,().1,      .1,cons.1,start.3,complex-seq.2,+.1,*.1,start.4,operator2.2,operator2.3,end.3,operator1.2,operator2.4,).1,).2,).3,question,code,choices
0,11,29,65793678268,1992524763,1,1,"(0.7043288946151733, 0.2519393265247345)","(0.6890580058097839, 0.31621095538139343)",1,1,2.73065185546875,2.530258178710937,"(-84.26020050048828, 37.49085998535156, 565.8605346679688)","(-20.314258575439453, 31.728857040405273, 576.060302734375)","(71.07814025878906, 154.53883361816406, 45.60575866699219)","(65.7862319946289, 142.76611328125, 41.32085037231445)",POINT (0.6966934502124786 0.284075140953064),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,11,29,65793694934,1992541429,1,1,"(0.7037714123725891, 0.2618613541126251)","(0.689691424369812, 0.3079838156700134)",1,1,2.741073608398437,2.498809814453125,"(-84.33905029296875, 37.49601745605469, 565.9779052734375)","(-20.371200561523438, 31.715057373046875, 575.8540649414062)","(70.88496398925781, 152.72142028808594, 44.944271087646484)","(66.0057373046875, 144.27308654785156, 41.869361877441406)",POINT (0.6967314183712006 0.2849225848913193),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,11,29,65793711602,1992558096,1,1,"(0.6989445090293884, 0.2721859812736511)","(0.68534916639328, 0.3195423185825348)",1,1,2.7705230712890625,2.52923583984375,"(-84.37986755371094, 37.46956253051758, 565.8946533203125)","(-20.418926239013672, 31.719463348388672, 575.980224609375)","(69.21227264404297, 150.83023071289062, 44.25594711303711)","(64.50098419189453, 142.15591430664062, 41.0987663269043)",POINT (0.6921468377113342 0.295864149928093),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,11,29,65793728268,1992574762,1,1,"(0.7005290985107422, 0.26122161746025085)","(0.6876290440559387, 0.3236364424228668)",1,1,2.7576904296875,2.5465850830078125,"(-84.3873062133789, 37.44792175292969, 565.7357788085938)","(-20.440011978149414, 31.717084884643555, 575.951171875)","(69.7613754272461, 152.83856201171875, 44.98696517944336)","(65.29105377197266, 141.40597534179688, 40.8258056640625)",POINT (0.6940790712833405 0.2924290299415588),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,11,29,65793744936,1992591429,1,1,"(0.6999325156211853, 0.3154946565628052)","(0.6869820952415466, 0.33173295855522156)",1,1,2.869110107421875,2.564422607421875,"(-84.40266418457031, 37.446502685546875, 565.6581420898438)","(-20.47067642211914, 31.74301528930664, 575.9861450195312)","(69.55465698242188, 142.89732360839844, 41.36863708496094)","(65.06685638427734, 139.9229278564453, 40.28602981567383)",POINT (0.693457305431366 0.3236138075590134),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,11,29,65793761607,1992608100,1,1,"(0.7091518640518188, 0.29957011342048645)","(0.6889483332633972, 0.325430303812027)",1,1,2.842071533203125,2.53912353515625,"(-84.42347717285156, 37.452430725097656, 565.6885375976562)","(-20.487537384033203, 31.76451873779297, 575.9755859375)","(72.7494888305664, 145.81423950195312, 42.430267333984375)","(65.74822235107422, 141.07740783691406, 40.70619583129883)",POINT (0.699050098657608 0.3125002086162567),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,11,29,65793778275,1992624767,1,1,"(0.7011758685112, 0.27429020404815674)","(0.6829996109008789, 0.32383742928504944)",1,1,2.8357696533203125,2.568572998046875,"(-84.43838500976562, 37.468177795410156, 565.7212524414062)","(-20.49555206298828, 31.774564743041992, 575.8738403320312)","(69.9854965209961, 150.44480895996094, 44.11566162109375)","(63.686790466308594, 141.36917114257812, 40.812381744384766)",POINT (0.6920877397060394 0.2990638166666031),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,11,29,65793794941,1992641433,1,1,"(0.7044585943222046, 0.2960582971572876)","(0.6866963505744934, 0.31305623054504395)",1,1,2.866851806640625,2.559112548828125,"(-84.47335052490234, 37.4930419921875, 565.886474609375)","(-20.509584426879883, 31.7912540435791, 575.854248046875)","(71.12310028076172, 146.45750427246094, 42.66440200805664)","(64.96784210205078, 143.343994140625, 41.53116989135742)",POINT (0.695577472448349 0.3045572638511658),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,11,29,65793811609,1992658100,1,1,"(0.7048251032829285, 0.27786123752593994)","(0.6860136985778809, 0.3127458095550537)",1,1,2.879150390625,2.560791015625,"(-84.46894073486328, 37.488250732421875, 565.7672119140625)","(-20.52476692199707, 31.810832977294922, 575.8440551757812)","(71.2500991821289, 149.7906951904297, 43.8775634765625)","(64.73126983642578, 143.4008331298828, 41.551856994628906)",POINT (0.6954194009304047 0.2953035235404968),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,11,29,65793828275,1992674766,1,1,"(0.6574414372444153, 0.26619505882263184)","(0.6544151306152344, 0.2981114983558655)",1,1,2.8281707763671875,2.546783447265625,"(-84.57991027832031, 37.506065368652344, 565.8369140625)","(-20.62387466430664, 31.815982818603516, 575.8282470703125)","(54.8299446105957, 151.92759704589844, 44.65536117553711)","(53.781219482421875, 146.08140563964844, 42.52754211425781)",POINT (0.6559282839298248 0.2821532785892487),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
