,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,define.1,question.1,  .1,letrec.1,-----------.1,f.1,lambda.1,x.1,cons.1,if.1,=.1,modulo.1,x.2,3.1,0.1,*.1,x.3,2.1,x.4,lambda.2,().1,f.2,+.1,x.5,1.1,).1,).2,).3,).4,].1,).5,lambda.3,().2,f.3,1.2,).6,).7,).8,question,code,choices
0,1,34,8943706557,20827242115,1,1,"(0.48888614773750305, 0.3786877989768982)","(0.46425560116767883, 0.39016586542129517)",1,1,3.0950469970703125,3.3186187744140625,"(-12.695572853088379, 13.681783676147461, 634.8016967773438)","(46.99517059326172, 15.50460433959961, 635.6466064453125)","(-5.459770202636719, 130.99002075195312, 37.03466796875)","(-13.97024154663086, 128.89369201660156, 36.27172088623047)",POINT (0.4765708744525909 0.3844268321990967),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,34,8943723226,20827258783,1,1,"(0.4785822331905365, 0.3392954468727112)","(0.46413201093673706, 0.4024300277233124)",1,1,2.995086669921875,3.337646484375,"(-12.625757217407227, 13.673286437988281, 634.5595703125)","(47.0587043762207, 15.494644165039062, 635.8067626953125)","(-9.020037651062012, 138.1845245361328, 39.653263092041016)","(-14.012948989868164, 126.65381622314453, 35.4564323425293)",POINT (0.4713571220636368 0.3708627372980118),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,34,8943739893,20827275450,1,1,"(0.4744074046611786, 0.4174370765686035)","(0.45795920491218567, 0.40198397636413574)",1,1,3.13800048828125,3.3489532470703125,"(-12.562789916992188, 13.675628662109375, 634.707275390625)","(47.101661682128906, 15.472213745117188, 635.6881713867188)","(-10.462538719177246, 123.9129867553711, 34.45884704589844)","(-16.14580726623535, 126.73528289794922, 35.48609924316406)",POINT (0.4661833047866821 0.4097105264663696),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,34,8943756561,20827292117,1,1,"(0.47454383969306946, 0.3528093695640564)","(0.45681124925613403, 0.4062441885471344)",1,1,3.053451538085937,3.339111328125,"(-12.548124313354492, 13.683367729187012, 634.7745971679688)","(47.11548614501953, 15.467999458312988, 635.640625)","(-10.41540241241455, 135.7163848876953, 38.754920959472656)","(-16.542469024658203, 125.95721435546875, 35.20288848876953)",POINT (0.4656775444746018 0.3795267790555954),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,34,8943773227,20827308783,1,1,"(0.4772929549217224, 0.3592703640460968)","(0.4587610065937042, 0.4002964198589325)",1,1,3.0542144775390625,3.33935546875,"(-12.54255199432373, 13.698731422424316, 634.7962036132812)","(47.11924362182617, 15.470632553100586, 635.572509765625)","(-9.465517044067383, 134.53636169433594, 38.32545471191406)","(-15.868767738342285, 127.04350280761719, 35.598243713378906)",POINT (0.4680269807577133 0.3797833919525146),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,34,8943806563,20827342117,1,1,"(0.4874049425125122, 0.3743191957473755)","(0.46089327335357666, 0.38044625520706177)",1,1,3.0636138916015625,3.3342742919921875,"(-12.574420928955078, 13.72658920288086, 634.7952880859375)","(47.09444046020508, 15.505332946777344, 635.8243408203125)","(-5.971570014953613, 131.78790283203125, 37.325096130371094)","(-15.13201904296875, 130.66888427734375, 36.91775131225586)",POINT (0.4741491079330444 0.3773827254772186),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,34,8943823231,20827358784,1,1,"(0.48270511627197266, 0.38143104314804077)","(0.4603331685066223, 0.40143460035324097)",1,1,3.076507568359375,3.3797149658203125,"(-12.597038269042969, 13.739570617675781, 634.8834228515625)","(47.0784797668457, 15.525181770324707, 635.9509887695312)","(-7.595471382141113, 130.489013671875, 36.85234451293945)","(-15.325544357299805, 126.83561706542969, 35.52262496948242)",POINT (0.4715191423892975 0.3914328217506409),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,34,8943839897,20827375450,1,1,"(0.4729579985141754, 0.3471424877643585)","(0.4624330699443817, 0.3838534355163574)",1,1,3.045013427734375,3.327850341796875,"(-12.624666213989258, 13.761820793151855, 635.038330078125)","(47.05305862426758, 15.554009437561035, 635.9547119140625)","(-10.963356971740723, 136.75135803222656, 39.13166046142578)","(-14.599984169006348, 130.04660034179688, 36.691287994384766)",POINT (0.4676955342292786 0.365497961640358),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,34,8943856571,20827392123,1,1,"(0.4841778576374054, 0.3698200583457947)","(0.45457911491394043, 0.38997527956962585)",1,1,3.052337646484375,3.3204345703125,"(-12.659710884094238, 13.784175872802734, 635.126708984375)","(47.015716552734375, 15.568221092224121, 635.768798828125)","(-7.08660888671875, 132.609619140625, 37.6241340637207)","(-17.313716888427734, 128.9285125732422, 36.284358978271484)",POINT (0.4693784862756729 0.3798976689577103),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,34,8943873238,20827408790,1,1,"(0.48393750190734863, 0.3499660789966583)","(0.4621443450450897, 0.3968629240989685)",1,1,3.027938842773437,3.35369873046875,"(-12.701869010925293, 13.81367301940918, 635.1806030273438)","(46.97118377685547, 15.599296569824219, 635.7413940429688)","(-7.169647216796875, 136.23568725585938, 38.94393539428711)","(-14.69973087310791, 127.67058563232422, 35.82649612426758)",POINT (0.4730409234762192 0.3734145015478134),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
